rel_id,key,value
REL:uses:RS-app->RS-geo,uafRelationship,uses
REL:uses:RS-app->RS-sensor-management,uafRelationship,uses
REL:uses:RS-app->RS-analytics,uafRelationship,uses
REL:uses:RS-app->RS-assessment,uafRelationship,uses
REL:uses:RS-app->RS-modelops,uafRelationship,uses
REL:uses:RS-app->RS-decision,uafRelationship,uses
REL:uses:RS-app->RS-replay,uafRelationship,uses
REL:uses:RS-app->RS-reporting,uafRelationship,uses
REL:uses:RS-app->RS-scenario,uafRelationship,uses
REL:uses:RS-app->RS-scenario,kind,dev
REL:uses:RS-app->RS-api,uafRelationship,uses
REL:uses:RS-app->RS-api,kind,dev
REL:uses:RS-assessment->RS-model,uafRelationship,uses
REL:uses:RS-association->RS-filters,uafRelationship,uses
REL:uses:RS-association->RS-testkit,uafRelationship,uses
REL:uses:RS-association->RS-testkit,kind,dev
REL:uses:RS-collab->RS-model,uafRelationship,uses
REL:uses:RS-collab->RS-eventing,uafRelationship,uses
REL:uses:RS-collab->RS-command,uafRelationship,uses
REL:uses:RS-collab->RS-security,uafRelationship,uses
REL:uses:RS-collab->RS-policy,uafRelationship,uses
REL:uses:RS-collab->RS-policy,kind,dev
REL:uses:RS-command->RS-model,uafRelationship,uses
REL:uses:RS-command->RS-policy,uafRelationship,uses
REL:uses:RS-config->RS-model,uafRelationship,uses
REL:uses:RS-coord->RS-testkit,uafRelationship,uses
REL:uses:RS-coord->RS-testkit,kind,dev
REL:uses:RS-core->RS-testkit,uafRelationship,uses
REL:uses:RS-core->RS-testkit,kind,dev
REL:uses:RS-data-fusion->RS-data,uafRelationship,uses
REL:uses:RS-decision->RS-model,uafRelationship,uses
REL:uses:RS-decision->RS-assessment,uafRelationship,uses
REL:uses:RS-decision->RS-policy,uafRelationship,uses
REL:uses:RS-decision->RS-analytics,uafRelationship,uses
REL:uses:RS-eventing->RS-model,uafRelationship,uses
REL:uses:RS-filters->RS-core,uafRelationship,uses
REL:uses:RS-filters->RS-coord,uafRelationship,uses
REL:uses:RS-filters->RS-testkit,uafRelationship,uses
REL:uses:RS-filters->RS-testkit,kind,dev
REL:uses:RS-fusion-async->RS-track,uafRelationship,uses
REL:uses:RS-fusion-async->RS-rfs,uafRelationship,uses
REL:uses:RS-fusion-async->RS-track-fusion,uafRelationship,uses
REL:uses:RS-fusion-async->RS-core,uafRelationship,uses
REL:uses:RS-fusion-async->RS-filters,uafRelationship,uses
REL:uses:RS-fusion-async->RS-association,uafRelationship,uses
REL:uses:RS-fusion-async->RS-testkit,uafRelationship,uses
REL:uses:RS-fusion-async->RS-testkit,kind,dev
REL:uses:RS-fuzz->RS-association,uafRelationship,uses
REL:uses:RS-fuzz->RS-ingest,uafRelationship,uses
REL:uses:RS-fuzz->RS-model,uafRelationship,uses
REL:uses:RS-geo->RS-coord,uafRelationship,uses
REL:uses:RS-geo->RS-data,uafRelationship,uses
REL:uses:RS-identification->RS-model,uafRelationship,uses
REL:uses:RS-identity->RS-model,uafRelationship,uses
REL:uses:RS-ingest->RS-model,uafRelationship,uses
REL:uses:RS-ingest->RS-time,uafRelationship,uses
REL:uses:RS-ingest->RS-tracking-service,uafRelationship,uses
REL:uses:RS-ingest->RS-interop,uafRelationship,uses
REL:uses:RS-ingest->RS-scenario,uafRelationship,uses
REL:uses:RS-ingest->RS-scenario,kind,dev
REL:uses:RS-intercept-service->RS-core,uafRelationship,uses
REL:uses:RS-intercept-service->RS-coord,uafRelationship,uses
REL:uses:RS-intercept-service->RS-allocation,uafRelationship,uses
REL:uses:RS-intercept-service->RS-model,uafRelationship,uses
REL:uses:RS-interop->RS-model,uafRelationship,uses
REL:uses:RS-interop->RS-eventing,uafRelationship,uses
REL:uses:RS-interop->RS-eventing,kind,dev
REL:uses:RS-metrics->RS-track,uafRelationship,uses
REL:uses:RS-metrics->RS-association,uafRelationship,uses
REL:uses:RS-metrics->RS-testkit,uafRelationship,uses
REL:uses:RS-metrics->RS-testkit,kind,dev
REL:uses:RS-mission->RS-model,uafRelationship,uses
REL:uses:RS-mission->RS-config,uafRelationship,uses
REL:uses:RS-mission->RS-store,uafRelationship,uses
REL:uses:RS-mission->RS-eventing,uafRelationship,uses
REL:uses:RS-mission->RS-scenario,uafRelationship,uses
REL:uses:RS-mission->RS-scenario,kind,dev
REL:uses:RS-ml->RS-model,uafRelationship,uses
REL:uses:RS-ml->RS-interop,uafRelationship,uses
REL:uses:RS-model->RS-core,uafRelationship,uses
REL:uses:RS-model->RS-coord,uafRelationship,uses
REL:uses:RS-modelops->RS-config,uafRelationship,uses
REL:uses:RS-modelops->RS-model,uafRelationship,uses
REL:uses:RS-node->RS-model,uafRelationship,uses
REL:uses:RS-node->RS-config,uafRelationship,uses
REL:uses:RS-node->RS-mission,uafRelationship,uses
REL:uses:RS-node->RS-eventing,uafRelationship,uses
REL:uses:RS-node->RS-store,uafRelationship,uses
REL:uses:RS-node->RS-time,uafRelationship,uses
REL:uses:RS-node->RS-ingest,uafRelationship,uses
REL:uses:RS-node->RS-sensor-management,uafRelationship,uses
REL:uses:RS-node->RS-tracking-service,uafRelationship,uses
REL:uses:RS-node->RS-intercept-service,uafRelationship,uses
REL:uses:RS-node->RS-api,uafRelationship,uses
REL:uses:RS-node->RS-remote,uafRelationship,uses
REL:uses:RS-node->RS-security,uafRelationship,uses
REL:uses:RS-node->RS-modelops,uafRelationship,uses
REL:uses:RS-node->RS-identity,uafRelationship,uses
REL:uses:RS-node->RS-policy,uafRelationship,uses
REL:uses:RS-node->RS-geo,uafRelationship,uses
REL:uses:RS-node->RS-analytics,uafRelationship,uses
REL:uses:RS-node->RS-observability,uafRelationship,uses
REL:uses:RS-node->RS-scenario,uafRelationship,uses
REL:uses:RS-node->RS-scenario,kind,dev
REL:uses:RS-observability->RS-model,uafRelationship,uses
REL:uses:RS-oracle->RS-filters,uafRelationship,uses
REL:uses:RS-oracle->RS-association,uafRelationship,uses
REL:uses:RS-oracle->RS-rfs,uafRelationship,uses
REL:uses:RS-oracle->RS-scenario,uafRelationship,uses
REL:uses:RS-oracle->RS-testkit,uafRelationship,uses
REL:uses:RS-oracle->RS-testkit,kind,dev
REL:uses:RS-policy->RS-model,uafRelationship,uses
REL:uses:RS-policy->RS-geo,uafRelationship,uses
REL:uses:RS-remote->RS-security,uafRelationship,uses
REL:uses:RS-remote->RS-model,uafRelationship,uses
REL:uses:RS-remote->RS-eventing,uafRelationship,uses
REL:uses:RS-remote->RS-api,uafRelationship,uses
REL:uses:RS-remote->RS-tracking-service,uafRelationship,uses
REL:uses:RS-remote->RS-intercept-service,uafRelationship,uses
REL:uses:RS-remote->RS-analytics,uafRelationship,uses
REL:uses:RS-remote->RS-analytics,kind,dev
REL:uses:RS-replay->RS-model,uafRelationship,uses
REL:uses:RS-replay->RS-eventing,uafRelationship,uses
REL:uses:RS-replay->RS-store,uafRelationship,uses
REL:uses:RS-replay->RS-time,uafRelationship,uses
REL:uses:RS-reporting->RS-model,uafRelationship,uses
REL:uses:RS-reporting->RS-eventing,uafRelationship,uses
REL:uses:RS-reporting->RS-store,uafRelationship,uses
REL:uses:RS-reporting->RS-metrics,uafRelationship,uses
REL:uses:RS-reporting->RS-identity,uafRelationship,uses
REL:uses:RS-resilience->RS-model,uafRelationship,uses
REL:uses:RS-resilience->RS-eventing,uafRelationship,uses
REL:uses:RS-resilience->RS-store,uafRelationship,uses
REL:uses:RS-rfs->RS-track,uafRelationship,uses
REL:uses:RS-rfs->RS-testkit,uafRelationship,uses
REL:uses:RS-rfs->RS-testkit,kind,dev
REL:uses:RS-scenario->RS-core,uafRelationship,uses
REL:uses:RS-scenario->RS-coord,uafRelationship,uses
REL:uses:RS-scenario->RS-fusion-async,uafRelationship,uses
REL:uses:RS-scenario->RS-testkit,uafRelationship,uses
REL:uses:RS-scenario->RS-testkit,kind,dev
REL:uses:RS-sensor-management->RS-coord,uafRelationship,uses
REL:uses:RS-sensor-management->RS-model,uafRelationship,uses
REL:uses:RS-sensor-management->RS-config,uafRelationship,uses
REL:uses:RS-store->RS-model,uafRelationship,uses
REL:uses:RS-store->RS-eventing,uafRelationship,uses
REL:uses:RS-time->RS-model,uafRelationship,uses
REL:uses:RS-track-fusion->RS-track,uafRelationship,uses
REL:uses:RS-track-fusion->RS-coord,uafRelationship,uses
REL:uses:RS-track-fusion->RS-testkit,uafRelationship,uses
REL:uses:RS-track-fusion->RS-testkit,kind,dev
REL:uses:RS-track->RS-core,uafRelationship,uses
REL:uses:RS-track->RS-association,uafRelationship,uses
REL:uses:RS-track->RS-testkit,uafRelationship,uses
REL:uses:RS-track->RS-testkit,kind,dev
REL:uses:RS-tracking-service->RS-core,uafRelationship,uses
REL:uses:RS-tracking-service->RS-coord,uafRelationship,uses
REL:uses:RS-tracking-service->RS-filters,uafRelationship,uses
REL:uses:RS-tracking-service->RS-association,uafRelationship,uses
REL:uses:RS-tracking-service->RS-track,uafRelationship,uses
REL:uses:RS-tracking-service->RS-rfs,uafRelationship,uses
REL:uses:RS-tracking-service->RS-track-fusion,uafRelationship,uses
REL:uses:RS-tracking-service->RS-fusion-async,uafRelationship,uses
REL:uses:RS-tracking-service->RS-model,uafRelationship,uses
REL:uses:RS-tracking-service->RS-scenario,uafRelationship,uses
REL:uses:RS-tracking-service->RS-scenario,kind,dev
REL:uses:RS-tracking-service->RS-oracle,uafRelationship,uses
REL:uses:RS-tracking-service->RS-oracle,kind,dev
REL:uses:RS-ui->RS-model,uafRelationship,uses
REL:uses:RS-viewport3d->RS-data,uafRelationship,uses
REL:uses:RS-viewport3d->RS-data-fusion,uafRelationship,uses
REL:uses:RS-viewport3d->RS-model,uafRelationship,uses
REL:uses:RS-viewport3d->RS-ui,uafRelationship,uses
REL:uses:RS-workflow->RS-model,uafRelationship,uses
REL:uses:RS-workflow->RS-security,uafRelationship,uses
REL:uses:RS-workflow->RS-observability,uafRelationship,uses
REL:uses:RS-workflow->RS-sensor-management,uafRelationship,uses
REL:uses:RS-workflow->RS-assessment,uafRelationship,uses
REL:satisfies:REQ-F-01->CAP-1.1,uafRelationship,satisfies
REL:satisfies:REQ-F-01->CAP-1.2,uafRelationship,satisfies
REL:satisfies:REQ-F-02->CAP-1.2,uafRelationship,satisfies
REL:satisfies:REQ-F-03->CAP-1.3,uafRelationship,satisfies
REL:satisfies:REQ-F-04->CAP-1.4,uafRelationship,satisfies
REL:satisfies:REQ-F-05->CAP-1.5,uafRelationship,satisfies
REL:satisfies:REQ-F-06->CAP-1.7,uafRelationship,satisfies
REL:satisfies:REQ-F-07->CAP-2.1,uafRelationship,satisfies
REL:satisfies:REQ-F-07->CAP-2.5,uafRelationship,satisfies
REL:satisfies:REQ-F-08->CAP-2.2,uafRelationship,satisfies
REL:satisfies:REQ-F-09->CAP-2.6,uafRelationship,satisfies
REL:satisfies:REQ-F-10->CAP-2.7,uafRelationship,satisfies
REL:satisfies:REQ-F-11->CAP-3.1,uafRelationship,satisfies
REL:satisfies:REQ-F-11->CAP-3.2,uafRelationship,satisfies
REL:satisfies:REQ-F-12->CAP-3.3,uafRelationship,satisfies
REL:satisfies:REQ-F-12->CAP-3.4,uafRelationship,satisfies
REL:satisfies:REQ-F-13->CAP-3.5,uafRelationship,satisfies
REL:satisfies:REQ-F-14->CAP-3.7,uafRelationship,satisfies
REL:satisfies:REQ-F-15->CAP-5.2,uafRelationship,satisfies
REL:satisfies:REQ-F-16->CAP-5.3,uafRelationship,satisfies
REL:satisfies:REQ-D-02->CAP-1.2,uafRelationship,satisfies
REL:satisfies:REQ-D-07->CAP-6.6,uafRelationship,satisfies
REL:satisfies:REQ-I-01->CAP-7.1,uafRelationship,satisfies
REL:satisfies:REQ-I-02->CAP-7.2,uafRelationship,satisfies
REL:satisfies:REQ-S-01->CAP-4.3,uafRelationship,satisfies
REL:satisfies:REQ-S-02->CAP-6.2,uafRelationship,satisfies
REL:satisfies:REQ-S-03->CAP-3.6,uafRelationship,satisfies
REL:satisfies:REQ-S-04->CAP-3.6,uafRelationship,satisfies
REL:satisfies:REQ-S-04->CAP-3.7,uafRelationship,satisfies
REL:satisfies:REQ-S-05->CAP-6.3,uafRelationship,satisfies
REL:satisfies:REQ-S-07->CAP-6.4,uafRelationship,satisfies
REL:satisfies:REQ-S-10->CAP-6.5,uafRelationship,satisfies
REL:satisfies:REQ-U-01->CAP-5.9,uafRelationship,satisfies
REL:carried_by:REQ-F-01->RS-ingest,uafRelationship,carried_by
REL:carried_by:REQ-F-02->RS-security,uafRelationship,carried_by
REL:carried_by:REQ-F-03->RS-sensor-management,uafRelationship,carried_by
REL:carried_by:REQ-F-04->RS-analytics,uafRelationship,carried_by
REL:carried_by:REQ-F-05->RS-time,uafRelationship,carried_by
REL:carried_by:REQ-F-06->RS-interop,uafRelationship,carried_by
REL:carried_by:REQ-F-06->RS-identification,uafRelationship,carried_by
REL:carried_by:REQ-F-08->RS-model,uafRelationship,carried_by
REL:carried_by:REQ-F-09->RS-identification,uafRelationship,carried_by
REL:carried_by:REQ-F-09->RS-policy,uafRelationship,carried_by
REL:carried_by:REQ-F-10->RS-identity,uafRelationship,carried_by
REL:carried_by:REQ-F-11->RS-assessment,uafRelationship,carried_by
REL:carried_by:REQ-F-12->RS-allocation,uafRelationship,carried_by
REL:carried_by:REQ-F-12->RS-intercept-service,uafRelationship,carried_by
REL:carried_by:REQ-F-13->RS-decision,uafRelationship,carried_by
REL:carried_by:REQ-F-14->RS-command,uafRelationship,carried_by
REL:carried_by:REQ-F-15->RS-store,uafRelationship,carried_by
REL:carried_by:REQ-F-15->RS-replay,uafRelationship,carried_by
REL:carried_by:REQ-F-16->RS-reporting,uafRelationship,carried_by
REL:carried_by:REQ-D-01->RS-core,uafRelationship,carried_by
REL:carried_by:REQ-D-01->RS-coord,uafRelationship,carried_by
REL:carried_by:REQ-D-01->RS-model,uafRelationship,carried_by
REL:carried_by:REQ-D-02->RS-model,uafRelationship,carried_by
REL:carried_by:REQ-D-03->RS-identification,uafRelationship,carried_by
REL:carried_by:REQ-D-04->RS-eventing,uafRelationship,carried_by
REL:carried_by:REQ-D-05->RS-store,uafRelationship,carried_by
REL:carried_by:REQ-D-06->RS-resilience,uafRelationship,carried_by
REL:carried_by:REQ-D-06->RS-collab,uafRelationship,carried_by
REL:carried_by:REQ-D-07->RS-model,uafRelationship,carried_by
REL:carried_by:REQ-D-07->RS-api,uafRelationship,carried_by
REL:carried_by:REQ-D-08->RS-modelops,uafRelationship,carried_by
REL:carried_by:REQ-I-01->RS-api,uafRelationship,carried_by
REL:carried_by:REQ-I-02->RS-interop,uafRelationship,carried_by
REL:carried_by:REQ-I-03->RS-interop,uafRelationship,carried_by
REL:carried_by:REQ-I-04->RS-interop,uafRelationship,carried_by
REL:carried_by:REQ-I-05->RS-api,uafRelationship,carried_by
REL:carried_by:REQ-I-06->RS-interop,uafRelationship,carried_by
REL:carried_by:REQ-S-01->RS-policy,uafRelationship,carried_by
REL:carried_by:REQ-S-01->RS-command,uafRelationship,carried_by
REL:carried_by:REQ-S-02->RS-security,uafRelationship,carried_by
REL:carried_by:REQ-S-03->RS-policy,uafRelationship,carried_by
REL:carried_by:REQ-S-04->RS-command,uafRelationship,carried_by
REL:carried_by:REQ-S-05->RS-security,uafRelationship,carried_by
REL:carried_by:REQ-S-06->RS-security,uafRelationship,carried_by
