id,key,value
RS-track,registry.code,gungnir-track/Cargo.toml
RS-tracking-service,uafId,RS-tracking-service
RS-tracking-service,uafKind,ResourceArtifact
RS-tracking-service,registry.kind,library
RS-tracking-service,registry.layer,Service facades
RS-tracking-service,registry.code,gungnir-tracking-service/Cargo.toml
RS-ui,uafId,RS-ui
RS-ui,uafKind,ResourceArtifact
RS-ui,registry.kind,library
RS-ui,registry.layer,User interface
RS-ui,registry.code,gungnir-ui/Cargo.toml
RS-viewport3d,uafId,RS-viewport3d
RS-viewport3d,uafKind,ResourceArtifact
RS-viewport3d,registry.kind,library
RS-viewport3d,registry.layer,User interface
RS-viewport3d,registry.code,gungnir-viewport3d/Cargo.toml
RS-workflow,uafId,RS-workflow
RS-workflow,uafKind,ResourceArtifact
RS-workflow,registry.kind,library
RS-workflow,registry.layer,Productization
RS-workflow,registry.code,gungnir-workflow/Cargo.toml
PT-01,uafId,PT-01
PT-01,uafKind,Post
PT-01,registry.code,gungnir_security::Role::Operator
PT-01,registry.performer,OP-01
PT-01,registry.in_code,True
PT-02,uafId,PT-02
PT-02,uafKind,Post
PT-02,registry.code,gungnir_security::Role::Supervisor
PT-02,registry.performer,OP-02
PT-02,registry.in_code,True
PT-03,uafId,PT-03
PT-03,uafKind,Post
PT-03,registry.code,gungnir_security::Role::Analyst
PT-03,registry.performer,OP-03
PT-03,registry.in_code,True
PT-04,uafId,PT-04
PT-04,uafKind,Post
PT-04,registry.code,gungnir_security::Role::SensorManager
PT-04,registry.performer,OP-04
PT-04,registry.in_code,True
PT-05,uafId,PT-05
PT-05,uafKind,Post
PT-05,registry.code,gungnir_security::Role::Administrator
PT-05,registry.performer,OP-05
PT-05,registry.in_code,True
PT-06,uafId,PT-06
PT-06,uafKind,Post
PT-06,registry.performer,OP-06
PT-06,registry.in_code,False
PT-06,registry.status,adopted 2026-09-04; enters the code under GAP-068
PT-07,uafId,PT-07
PT-07,uafKind,Post
PT-07,registry.performer,OP-07
PT-07,registry.in_code,False
PT-07,registry.status,adopted 2026-09-04; enters the code under GAP-068
PT-08,uafId,PT-08
PT-08,uafKind,Post
PT-08,registry.performer,OP-08
PT-08,registry.in_code,False
PT-08,registry.status,adopted 2026-09-04; enters the code under GAP-068
SD-01,uafId,SD-01
SD-01,uafKind,Standard
SD-01,registry.source,gungnir_model::SCHEMA_VERSION
SD-01,registry.status,real
SD-02,uafId,SD-02
SD-02,uafKind,Standard
SD-02,registry.source,gungnir_interop::detection_arrow_schema
SD-02,registry.status,real
SD-03,uafId,SD-03
SD-03,uafKind,Standard
SD-03,registry.source,gungnir_interop::AsterixCat048Codec
SD-03,registry.status,real
SD-04,uafId,SD-04
SD-04,uafKind,Standard
SD-04,registry.source,gungnir_interop::Stanag4676Codec
SD-04,registry.status,planned
SD-05,uafId,SD-05
SD-05,uafKind,Standard
SD-05,registry.source,serde_json
SD-05,registry.status,real
SD-06,uafId,SD-06
SD-06,uafKind,Standard
SD-06,registry.source,gungnir_api::transport
SD-06,registry.status,real
SD-07,uafId,SD-07
SD-07,uafKind,Standard
SD-07,registry.source,gungnir_api::transport
SD-07,registry.status,real
SD-08,uafId,SD-08
SD-08,uafKind,Standard
SD-08,registry.source,gungnir_api::tls
SD-08,registry.status,real
SD-09,uafId,SD-09
SD-09,uafKind,Standard
SD-09,registry.source,gungnir_ingest::adapters::ais
SD-09,registry.status,real
SD-10,uafId,SD-10
SD-10,uafKind,Standard
SD-10,registry.source,gungnir_ingest::adapters::adsb
SD-10,registry.status,real
SD-11,uafId,SD-11
SD-11,uafKind,Standard
SD-11,registry.source,gungnir_identity
SD-11,registry.status,real
SD-12,uafId,SD-12
SD-12,uafKind,Standard
SD-12,registry.source,deploy/node/Dockerfile
SD-12,registry.status,real
SD-13,uafId,SD-13
SD-13,uafKind,Standard
SD-13,registry.source,docs/release-governance.md
SD-13,registry.status,planned
SD-14,uafId,SD-14
SD-14,uafKind,Standard
SD-14,registry.source,docs/architecture/uaf/
SD-14,registry.status,real
SD-15,uafId,SD-15
SD-15,uafKind,Standard
SD-15,registry.source,docs/plans/10-togaf-adm-documentation.md
SD-15,registry.status,planned
SD-16,uafId,SD-16
SD-16,uafKind,Standard
SD-16,registry.source,docs/design/DN-25-cursor-on-target.md
SD-16,registry.status,planned
PJ-I1,uafId,PJ-I1
PJ-I1,uafKind,Project
PJ-I1,registry.source,docs/gungnir-capabilities.md \u00a77
PJ-I2,uafId,PJ-I2
PJ-I2,uafKind,Project
PJ-I2,registry.source,docs/gungnir-capabilities.md \u00a77
PJ-I3,uafId,PJ-I3
PJ-I3,uafKind,Project
PJ-I3,registry.source,docs/gungnir-capabilities.md \u00a77
PJ-I4,uafId,PJ-I4
PJ-I4,uafKind,Project
PJ-I4,registry.source,docs/gungnir-capabilities.md \u00a77
PJ-P01,uafId,PJ-P01
PJ-P01,uafKind,Project
PJ-P01,registry.source,docs/plans/01-product-business-plan.md
PJ-P01,registry.status,held outside the repository by the owner's decision of 2026-09-07
PJ-P02,uafId,PJ-P02
PJ-P02,uafKind,Project
PJ-P02,registry.source,docs/plans/02-mission-analysis.md
PJ-P02,registry.status,first draft 2026-09-04
PJ-P03,uafId,PJ-P03
PJ-P03,uafKind,Project
PJ-P03,registry.source,docs/plans/03-uaf-views.md
PJ-P03,registry.status,first draft 2026-09-04
PJ-P04,uafId,PJ-P04
PJ-P04,uafKind,Project
PJ-P04,registry.source,docs/plans/04-mission-capabilities.md
PJ-P04,registry.status,first draft 2026-09-04
PJ-P05,uafId,PJ-P05
PJ-P05,uafKind,Project
PJ-P05,registry.source,docs/plans/05-capability-design-gaps.md
PJ-P05,registry.status,first draft 2026-09-04
PJ-P06,uafId,PJ-P06
PJ-P06,uafKind,Project
PJ-P06,registry.source,docs/plans/06-ux-design-by-role.md
PJ-P06,registry.status,first draft 2026-09-04
PJ-P07,uafId,PJ-P07
PJ-P07,uafKind,Project
PJ-P07,registry.source,docs/plans/07-test-track-suite.md
PJ-P07,registry.status,first draft 2026-09-04
PJ-P08,uafId,PJ-P08
PJ-P08,uafKind,Project
PJ-P08,registry.source,docs/plans/08-ai-agent-integration.md
PJ-P08,registry.status,first draft 2026-09-04
PJ-P09,uafId,PJ-P09
PJ-P09,uafKind,Project
PJ-P09,registry.source,docs/plans/09-ml-model-integration.md
PJ-P09,registry.status,first draft 2026-09-04
PJ-P10,uafId,PJ-P10
PJ-P10,uafKind,Project
PJ-P10,registry.source,docs/plans/10-togaf-adm-documentation.md
PJ-P10,registry.status,first draft 2026-09-04
PJ-P11,uafId,PJ-P11
PJ-P11,uafKind,Project
PJ-P11,registry.source,docs/plans/11-design-gap-closure.md
PJ-P11,registry.status,first draft 2026-09-05
IE-01,uafId,IE-01
IE-01,uafKind,InformationElement
IE-01,registry.code,gungnir_model::DetectionView
IE-02,uafId,IE-02
IE-02,uafKind,InformationElement
IE-02,registry.code,gungnir_model::TrackView
IE-03,uafId,IE-03
IE-03,uafKind,InformationElement
IE-03,registry.code,gungnir_model::ResourceView
IE-04,uafId,IE-04
IE-04,uafKind,InformationElement
IE-04,registry.code,gungnir_model::PlanView
IE-05,uafId,IE-05
IE-05,uafKind,InformationElement
IE-05,registry.code,gungnir_model::InterceptSolutionView
IE-06,uafId,IE-06
IE-06,uafKind,InformationElement
IE-06,registry.code,gungnir_model::SystemHealth
IE-07,uafId,IE-07
IE-07,uafKind,InformationElement
IE-07,registry.code,gungnir_model::Provenance
IE-08,uafId,IE-08
IE-08,uafKind,InformationElement
IE-08,registry.code,gungnir_model::Quality
IE-09,uafId,IE-09
IE-09,uafKind,InformationElement
IE-09,registry.code,gungnir_model::Classification
IE-10,uafId,IE-10
IE-10,uafKind,InformationElement
IE-10,registry.code,gungnir_model::MissionTime
IE-11,uafId,IE-11
IE-11,uafKind,InformationElement
IE-11,registry.code,gungnir_model::GlobalEntityId
IE-12,uafId,IE-12
IE-12,uafKind,InformationElement
IE-12,registry.code,gungnir_eventing::Envelope
IE-13,uafId,IE-13
IE-13,uafKind,InformationElement
IE-13,registry.code,gungnir_model::events::TrackingEvent
IE-14,uafId,IE-14
IE-14,uafKind,InformationElement
IE-14,registry.code,gungnir_model::events::InterceptEvent
IE-15,uafId,IE-15
IE-15,uafKind,InformationElement
IE-15,registry.code,gungnir_model::events::IngestEvent
IE-16,uafId,IE-16
IE-16,uafKind,InformationElement
IE-16,registry.code,gungnir_model::events::CommandEvent
IE-17,uafId,IE-17
IE-17,uafKind,InformationElement
IE-17,registry.code,gungnir_config::ConfigBaseline
IE-18,uafId,IE-18
IE-18,uafKind,InformationElement
IE-18,registry.code,gungnir_command::DecisionRecord
IE-19,uafId,IE-19
IE-19,uafKind,InformationElement
IE-19,registry.code,gungnir_policy::PolicyVerdict
IE-20,uafId,IE-20
IE-20,uafKind,InformationElement
IE-20,registry.code,gungnir_security::AuditEntry
IE-21,uafId,IE-21
IE-21,uafKind,InformationElement
IE-21,registry.code,gungnir_workflow::AlertLifecycle
IE-22,uafId,IE-22
IE-22,uafKind,InformationElement
IE-22,registry.code,gungnir_api::v1::SnapshotResponse
IE-23,uafId,IE-23
IE-23,uafKind,InformationElement
IE-23,registry.code,gungnir_api::v1::ApprovalRequest
IE-24,uafId,IE-24
IE-24,uafKind,InformationElement
IE-24,registry.code,gungnir_api::v1::SubmitDetectionRequest
IE-25,uafId,IE-25
IE-25,uafKind,InformationElement
IE-25,registry.code,gungnir_api::v1::SubscribeRequest
IE-26,uafId,IE-26
IE-26,uafKind,InformationElement
IE-26,registry.code,gungnir_interop::SchemaEntry
IE-27,uafId,IE-27
IE-27,uafKind,InformationElement
IE-27,registry.code,gungnir_sensor_management::SensorRecord
IE-28,uafId,IE-28
IE-28,uafKind,InformationElement
IE-28,registry.code,gungnir_reporting
IE-29,uafId,IE-29
IE-29,uafKind,InformationElement
IE-29,registry.code,gungnir_identification
IE-30,uafId,IE-30
IE-30,uafKind,InformationElement
IE-30,registry.code,gungnir_assessment
IE-31,uafId,IE-31
IE-31,uafKind,InformationElement
IE-31,registry.code,gungnir_resilience
IE-32,uafId,IE-32
IE-32,uafKind,InformationElement
IE-32,registry.code,gungnir_workflow::WorkspaceLayout
IE-33,uafId,IE-33
IE-33,uafKind,InformationElement
IE-33,registry.code,gungnir_mission::Mission
IE-algorithm-baseline-id,uafId,IE-algorithm-baseline-id
IE-algorithm-baseline-id,uafKind,InformationElement
IE-algorithm-baseline-id,registry.code,gungnir_model::AlgorithmBaselineId
IE-algorithm-baseline-id,registry.domain,"Core identifiers, frames & quality"
IE-anomaly-settings,uafId,IE-anomaly-settings
IE-anomaly-settings,uafKind,InformationElement
IE-anomaly-settings,registry.code,gungnir_model::AnomalySettings
IE-anomaly-settings,registry.domain,"Policy, authority & settings"
IE-arbitration-facts,uafId,IE-arbitration-facts
IE-arbitration-facts,uafKind,InformationElement
IE-arbitration-facts,registry.code,gungnir_model::ArbitrationFacts
IE-arbitration-facts,registry.domain,"Policy, authority & settings"
IE-arbitration-ground,uafId,IE-arbitration-ground
IE-arbitration-ground,uafKind,InformationElement
IE-arbitration-ground,registry.code,gungnir_model::ArbitrationGround
IE-arbitration-ground,registry.domain,"Policy, authority & settings"
IE-asset-extent,uafId,IE-asset-extent
IE-asset-extent,uafKind,InformationElement
IE-asset-extent,registry.code,gungnir_model::AssetExtent
IE-asset-extent,registry.domain,"Assets, exchange & releasability"
IE-asset-id,uafId,IE-asset-id
IE-asset-id,uafKind,InformationElement
IE-asset-id,registry.code,gungnir_model::AssetId
IE-asset-id,registry.domain,"Assets, exchange & releasability"
IE-asset-list-view,uafId,IE-asset-list-view
IE-asset-list-view,uafKind,InformationElement
IE-asset-list-view,registry.code,gungnir_model::AssetListView
IE-asset-list-view,registry.domain,"Assets, exchange & releasability"
IE-asset-priority,uafId,IE-asset-priority
IE-asset-priority,uafKind,InformationElement
IE-asset-priority,registry.code,gungnir_model::AssetPriority
IE-asset-priority,registry.domain,"Assets, exchange & releasability"
IE-authority-rule,uafId,IE-authority-rule
IE-authority-rule,uafKind,InformationElement
IE-authority-rule,registry.code,gungnir_model::AuthorityRule
IE-authority-rule,registry.domain,"Policy, authority & settings"
IE-authority-settings,uafId,IE-authority-settings
IE-authority-settings,uafKind,InformationElement
IE-authority-settings,registry.code,gungnir_model::AuthoritySettings
IE-authority-settings,registry.domain,"Policy, authority & settings"
IE-bearing-ray-view,uafId,IE-bearing-ray-view
IE-bearing-ray-view,uafKind,InformationElement
IE-bearing-ray-view,registry.code,gungnir_model::BearingRayView
IE-bearing-ray-view,registry.domain,Picture & tracking vocabulary
IE-calibration-event,uafId,IE-calibration-event
IE-calibration-event,uafKind,InformationElement
IE-calibration-event,registry.code,gungnir_model::CalibrationEvent
IE-calibration-event,registry.domain,Events & the record
IE-collection-requirement,uafId,IE-collection-requirement
IE-collection-requirement,uafKind,InformationElement
IE-collection-requirement,registry.code,gungnir_model::CollectionRequirement
IE-collection-requirement,registry.domain,Battle rhythm & mission records
IE-concurrence,uafId,IE-concurrence
IE-concurrence,uafKind,InformationElement
IE-concurrence,registry.code,gungnir_model::Concurrence
IE-concurrence,registry.domain,Battle rhythm & mission records
IE-conflict-side,uafId,IE-conflict-side
IE-conflict-side,uafKind,InformationElement
IE-conflict-side,registry.code,gungnir_model::ConflictSide
IE-conflict-side,registry.domain,"Policy, authority & settings"
IE-control-status-settings,uafId,IE-control-status-settings
IE-control-status-settings,uafKind,InformationElement
IE-control-status-settings,registry.code,gungnir_model::ControlStatusSettings
IE-control-status-settings,registry.domain,"Policy, authority & settings"
IE-cooperative-settings,uafId,IE-cooperative-settings
IE-cooperative-settings,uafKind,InformationElement
IE-cooperative-settings,registry.code,gungnir_model::CooperativeSettings
IE-cooperative-settings,registry.domain,"Policy, authority & settings"
IE-decision-attribution,uafId,IE-decision-attribution
IE-decision-attribution,uafKind,InformationElement
IE-decision-attribution,registry.code,gungnir_model::DecisionAttribution
IE-decision-attribution,registry.domain,"Plans, effectors & handoff"
IE-decision-id,uafId,IE-decision-id
IE-decision-id,uafKind,InformationElement
IE-decision-id,registry.code,gungnir_model::DecisionId
IE-decision-id,registry.domain,"Plans, effectors & handoff"
IE-decision-settings,uafId,IE-decision-settings
IE-decision-settings,uafKind,InformationElement
IE-decision-settings,registry.code,gungnir_model::DecisionSettings
IE-decision-settings,registry.domain,"Policy, authority & settings"
IE-deconfliction-check,uafId,IE-deconfliction-check
IE-deconfliction-check,uafKind,InformationElement
IE-deconfliction-check,registry.code,gungnir_model::DeconflictionCheck
IE-deconfliction-check,registry.domain,"Plans, effectors & handoff"
IE-deconfliction-kind,uafId,IE-deconfliction-kind
IE-deconfliction-kind,uafKind,InformationElement
IE-deconfliction-kind,registry.code,gungnir_model::DeconflictionKind
IE-deconfliction-kind,registry.domain,"Plans, effectors & handoff"
IE-deconfliction-result,uafId,IE-deconfliction-result
IE-deconfliction-result,uafKind,InformationElement
IE-deconfliction-result,registry.code,gungnir_model::DeconflictionResult
IE-deconfliction-result,registry.domain,"Plans, effectors & handoff"
IE-defended-asset,uafId,IE-defended-asset
IE-defended-asset,uafKind,InformationElement
IE-defended-asset,registry.code,gungnir_model::DefendedAsset
IE-defended-asset,registry.domain,"Assets, exchange & releasability"
IE-delegation-settings,uafId,IE-delegation-settings
IE-delegation-settings,uafKind,InformationElement
IE-delegation-settings,registry.code,gungnir_model::DelegationSettings
IE-delegation-settings,registry.domain,"Policy, authority & settings"
IE-delivery-state,uafId,IE-delivery-state
IE-delivery-state,uafKind,InformationElement
IE-delivery-state,registry.code,gungnir_model::DeliveryState
IE-delivery-state,registry.domain,"Plans, effectors & handoff"
IE-effector-layer,uafId,IE-effector-layer
IE-effector-layer,uafKind,InformationElement
IE-effector-layer,registry.code,gungnir_model::EffectorLayer
IE-effector-layer,registry.domain,"Plans, effectors & handoff"
IE-effector-report,uafId,IE-effector-report
IE-effector-report,uafKind,InformationElement
IE-effector-report,registry.code,gungnir_model::EffectorReport
IE-effector-report,registry.domain,"Plans, effectors & handoff"
IE-engagement-event,uafId,IE-engagement-event
IE-engagement-event,uafKind,InformationElement
IE-engagement-event,registry.code,gungnir_model::EngagementEvent
IE-engagement-event,registry.domain,Events & the record
IE-engagement-side,uafId,IE-engagement-side
IE-engagement-side,uafKind,InformationElement
IE-engagement-side,registry.code,gungnir_model::EngagementSide
IE-engagement-side,registry.domain,Events & the record
IE-enu-point,uafId,IE-enu-point
IE-enu-point,uafKind,InformationElement
IE-enu-point,registry.code,gungnir_model::EnuPoint
IE-enu-point,registry.domain,UAS identification & platform reports
IE-exchange-agreement,uafId,IE-exchange-agreement
IE-exchange-agreement,uafKind,InformationElement
IE-exchange-agreement,registry.code,gungnir_model::ExchangeAgreement
IE-exchange-agreement,registry.domain,"Assets, exchange & releasability"
IE-exchange-format,uafId,IE-exchange-format
IE-exchange-format,uafKind,InformationElement
IE-exchange-format,registry.code,gungnir_model::ExchangeFormat
IE-exchange-format,registry.domain,"Assets, exchange & releasability"
IE-exchange-item,uafId,IE-exchange-item
IE-exchange-item,uafKind,InformationElement
IE-exchange-item,registry.code,gungnir_model::ExchangeItem
IE-exchange-item,registry.domain,"Assets, exchange & releasability"
IE-exchange-set,uafId,IE-exchange-set
IE-exchange-set,uafKind,InformationElement
IE-exchange-set,registry.code,gungnir_model::ExchangeSet
IE-exchange-set,registry.domain,"Assets, exchange & releasability"
IE-feed-settings,uafId,IE-feed-settings
IE-feed-settings,uafKind,InformationElement
IE-feed-settings,registry.code,gungnir_model::FeedSettings
IE-feed-settings,registry.domain,"Policy, authority & settings"
IE-fires-plan,uafId,IE-fires-plan
IE-fires-plan,uafKind,InformationElement
IE-fires-plan,registry.code,gungnir_model::FiresPlan
IE-fires-plan,registry.domain,"Plans, effectors & handoff"
IE-fires-settings,uafId,IE-fires-settings
IE-fires-settings,uafKind,InformationElement
IE-fires-settings,registry.code,gungnir_model::FiresSettings
IE-fires-settings,registry.domain,"Policy, authority & settings"
IE-governance-event,uafId,IE-governance-event
IE-governance-event,uafKind,InformationElement
IE-governance-event,registry.code,gungnir_model::GovernanceEvent
IE-governance-event,registry.domain,Events & the record
IE-handoff,uafId,IE-handoff
IE-handoff,uafKind,InformationElement
IE-handoff,registry.code,gungnir_model::Handoff
IE-handoff,registry.domain,"Plans, effectors & handoff"
IE-handoff-error,uafId,IE-handoff-error
IE-handoff-error,uafKind,InformationElement
IE-handoff-error,registry.code,gungnir_model::HandoffError
IE-handoff-error,registry.domain,"Plans, effectors & handoff"
IE-handoff-event,uafId,IE-handoff-event
IE-handoff-event,uafKind,InformationElement
IE-handoff-event,registry.code,gungnir_model::HandoffEvent
IE-handoff-event,registry.domain,Events & the record
IE-health-event,uafId,IE-health-event
IE-health-event,uafKind,InformationElement
IE-health-event,registry.code,gungnir_model::HealthEvent
IE-health-event,registry.domain,Events & the record
IE-identification-settings,uafId,IE-identification-settings
IE-identification-settings,uafKind,InformationElement
IE-identification-settings,registry.code,gungnir_model::IdentificationSettings
IE-identification-settings,registry.domain,"Policy, authority & settings"
IE-identifier-error,uafId,IE-identifier-error
IE-identifier-error,uafKind,InformationElement
IE-identifier-error,registry.code,gungnir_model::IdentifierError
IE-identifier-error,registry.domain,"Core identifiers, frames & quality"
IE-identity-event,uafId,IE-identity-event
IE-identity-event,uafKind,InformationElement
IE-identity-event,registry.code,gungnir_model::IdentityEvent
IE-identity-event,registry.domain,Events & the record
IE-kinematic-envelope,uafId,IE-kinematic-envelope
IE-kinematic-envelope,uafKind,InformationElement
IE-kinematic-envelope,registry.code,gungnir_model::KinematicEnvelope
IE-kinematic-envelope,registry.domain,"Policy, authority & settings"
IE-launch-warning-event,uafId,IE-launch-warning-event
IE-launch-warning-event,uafKind,InformationElement
IE-launch-warning-event,registry.code,gungnir_model::LaunchWarningEvent
IE-launch-warning-event,registry.domain,Events & the record
IE-launch-warning-report,uafId,IE-launch-warning-report
IE-launch-warning-report,uafKind,InformationElement
IE-launch-warning-report,registry.code,gungnir_model::LaunchWarningReport
IE-launch-warning-report,registry.domain,"Assets, exchange & releasability"
IE-laydown,uafId,IE-laydown
IE-laydown,uafKind,InformationElement
IE-laydown,registry.code,gungnir_model::Laydown
IE-laydown,registry.domain,Battle rhythm & mission records
IE-laydown-id,uafId,IE-laydown-id
IE-laydown-id,uafKind,InformationElement
IE-laydown-id,registry.code,gungnir_model::LaydownId
IE-laydown-id,registry.domain,Battle rhythm & mission records
IE-layout-node,uafId,IE-layout-node
IE-layout-node,uafKind,InformationElement
IE-layout-node,registry.code,gungnir_model::LayoutNode
IE-layout-node,registry.domain,"Policy, authority & settings"
IE-link-event,uafId,IE-link-event
IE-link-event,uafKind,InformationElement
IE-link-event,registry.code,gungnir_model::LinkEvent
IE-link-event,registry.domain,Events & the record
IE-local-frame,uafId,IE-local-frame
IE-local-frame,uafKind,InformationElement
IE-local-frame,registry.code,gungnir_model::LocalFrame
IE-local-frame,registry.domain,"Core identifiers, frames & quality"
IE-loitering-settings,uafId,IE-loitering-settings
IE-loitering-settings,uafKind,InformationElement
IE-loitering-settings,registry.code,gungnir_model::LoiteringSettings
IE-loitering-settings,registry.domain,"Policy, authority & settings"
IE-magazine,uafId,IE-magazine
IE-magazine,uafKind,InformationElement
IE-magazine,registry.code,gungnir_model::Magazine
IE-magazine,registry.domain,"Plans, effectors & handoff"
IE-maintenance-state,uafId,IE-maintenance-state
IE-maintenance-state,uafKind,InformationElement
IE-maintenance-state,registry.code,gungnir_model::MaintenanceState
IE-maintenance-state,registry.domain,Battle rhythm & mission records
IE-maintenance-window,uafId,IE-maintenance-window
IE-maintenance-window,uafKind,InformationElement
IE-maintenance-window,registry.code,gungnir_model::MaintenanceWindow
IE-maintenance-window,registry.domain,Battle rhythm & mission records
IE-measurement,uafId,IE-measurement
IE-measurement,uafKind,InformationElement
IE-measurement,registry.code,gungnir_model::Measurement
IE-measurement,registry.domain,Picture & tracking vocabulary
IE-mission-profile,uafId,IE-mission-profile
IE-mission-profile,uafKind,InformationElement
IE-mission-profile,registry.code,gungnir_model::MissionProfile
IE-mission-profile,registry.domain,"Core identifiers, frames & quality"
IE-model-error,uafId,IE-model-error
IE-model-error,uafKind,InformationElement
IE-model-error,registry.code,gungnir_model::ModelError
IE-model-error,registry.domain,Picture & tracking vocabulary
IE-operational-risk,uafId,IE-operational-risk
IE-operational-risk,uafKind,InformationElement
IE-operational-risk,registry.code,gungnir_model::OperationalRisk
IE-operational-risk,registry.domain,UAS identification & platform reports
IE-peer-launch-warning,uafId,IE-peer-launch-warning
IE-peer-launch-warning,uafKind,InformationElement
IE-peer-launch-warning,registry.code,gungnir_model::PeerLaunchWarning
IE-peer-launch-warning,registry.domain,"Assets, exchange & releasability"
IE-peer-origin,uafId,IE-peer-origin
IE-peer-origin,uafKind,InformationElement
IE-peer-origin,registry.code,gungnir_model::PeerOrigin
IE-peer-origin,registry.domain,"Assets, exchange & releasability"
IE-pending-approval-id,uafId,IE-pending-approval-id
IE-pending-approval-id,uafKind,InformationElement
IE-pending-approval-id,registry.code,gungnir_model::PendingApprovalId
IE-pending-approval-id,registry.domain,"Plans, effectors & handoff"
IE-pipeline-stats-view,uafId,IE-pipeline-stats-view
IE-pipeline-stats-view,uafKind,InformationElement
IE-pipeline-stats-view,registry.code,gungnir_model::PipelineStatsView
IE-pipeline-stats-view,registry.domain,Picture & tracking vocabulary
IE-plan-id,uafId,IE-plan-id
IE-plan-id,uafKind,InformationElement
IE-plan-id,registry.code,gungnir_model::PlanId
IE-plan-id,registry.domain,Picture & tracking vocabulary
IE-plan-kind,uafId,IE-plan-kind
IE-plan-kind,uafKind,InformationElement
IE-plan-kind,registry.code,gungnir_model::PlanKind
IE-plan-kind,registry.domain,"Plans, effectors & handoff"
IE-policy-settings,uafId,IE-policy-settings
IE-policy-settings,uafKind,InformationElement
IE-policy-settings,registry.code,gungnir_model::PolicySettings
IE-policy-settings,registry.domain,"Policy, authority & settings"
IE-product-kind,uafId,IE-product-kind
IE-product-kind,uafKind,InformationElement
IE-product-kind,registry.code,gungnir_model::ProductKind
IE-product-kind,registry.domain,Battle rhythm & mission records
IE-rehearsal-event,uafId,IE-rehearsal-event
IE-rehearsal-event,uafKind,InformationElement
IE-rehearsal-event,registry.code,gungnir_model::RehearsalEvent
IE-rehearsal-event,registry.domain,Events & the record
IE-relative-cost,uafId,IE-relative-cost
IE-relative-cost,uafKind,InformationElement
IE-relative-cost,registry.code,gungnir_model::RelativeCost
IE-relative-cost,registry.domain,"Plans, effectors & handoff"
IE-releasability,uafId,IE-releasability
IE-releasability,uafKind,InformationElement
IE-releasability,registry.code,gungnir_model::Releasability
IE-releasability,registry.domain,"Assets, exchange & releasability"
IE-replay-event,uafId,IE-replay-event
IE-replay-event,uafKind,InformationElement
IE-replay-event,registry.code,gungnir_model::ReplayEvent
IE-replay-event,registry.domain,Events & the record
IE-reported-position,uafId,IE-reported-position
IE-reported-position,uafKind,InformationElement
IE-reported-position,registry.code,gungnir_model::ReportedPosition
IE-reported-position,registry.domain,"Assets, exchange & releasability"
IE-requirement-event,uafId,IE-requirement-event
IE-requirement-event,uafKind,InformationElement
IE-requirement-event,registry.code,gungnir_model::RequirementEvent
IE-requirement-event,registry.domain,Events & the record
IE-requirement-id,uafId,IE-requirement-id
IE-requirement-id,uafKind,InformationElement
IE-requirement-id,registry.code,gungnir_model::RequirementId
IE-requirement-id,registry.domain,Battle rhythm & mission records
IE-requirement-state,uafId,IE-requirement-state
IE-requirement-state,uafKind,InformationElement
IE-requirement-state,registry.code,gungnir_model::RequirementState
IE-requirement-state,registry.domain,Battle rhythm & mission records
IE-resolution,uafId,IE-resolution
IE-resolution,uafKind,InformationElement
IE-resolution,registry.code,gungnir_model::Resolution
IE-resolution,registry.domain,"Policy, authority & settings"
IE-resource-placement,uafId,IE-resource-placement
IE-resource-placement,uafKind,InformationElement
IE-resource-placement,registry.code,gungnir_model::ResourcePlacement
IE-resource-placement,registry.domain,Battle rhythm & mission records
IE-review-event,uafId,IE-review-event
IE-review-event,uafKind,InformationElement
IE-review-event,registry.code,gungnir_model::ReviewEvent
IE-review-event,registry.domain,Events & the record
IE-rhythm-event,uafId,IE-rhythm-event
IE-rhythm-event,uafKind,InformationElement
IE-rhythm-event,registry.code,gungnir_model::RhythmEvent
IE-rhythm-event,registry.domain,Events & the record
IE-role-layout,uafId,IE-role-layout
IE-role-layout,uafKind,InformationElement
IE-role-layout,registry.code,gungnir_model::RoleLayout
IE-role-layout,registry.domain,"Policy, authority & settings"
IE-schedule,uafId,IE-schedule
IE-schedule,uafKind,InformationElement
IE-schedule,registry.code,gungnir_model::Schedule
IE-schedule,registry.domain,Battle rhythm & mission records
IE-scheduled-product,uafId,IE-scheduled-product
IE-scheduled-product,uafKind,InformationElement
IE-scheduled-product,registry.code,gungnir_model::ScheduledProduct
IE-scheduled-product,registry.domain,Battle rhythm & mission records
IE-sensor-command,uafId,IE-sensor-command
IE-sensor-command,uafKind,InformationElement
IE-sensor-command,registry.code,gungnir_model::SensorCommand
IE-sensor-command,registry.domain,Picture & tracking vocabulary
IE-sensor-event,uafId,IE-sensor-event
IE-sensor-event,uafKind,InformationElement
IE-sensor-event,registry.code,gungnir_model::SensorEvent
IE-sensor-event,registry.domain,Events & the record
IE-sensor-id,uafId,IE-sensor-id
IE-sensor-id,uafKind,InformationElement
IE-sensor-id,registry.code,gungnir_model::SensorId
IE-sensor-id,registry.domain,Picture & tracking vocabulary
IE-sensor-mode,uafId,IE-sensor-mode
IE-sensor-mode,uafKind,InformationElement
IE-sensor-mode,registry.code,gungnir_model::SensorMode
IE-sensor-mode,registry.domain,Picture & tracking vocabulary
IE-sensor-placement,uafId,IE-sensor-placement
IE-sensor-placement,uafKind,InformationElement
