id,key,value
IE-sensor-placement,registry.code,gungnir_model::SensorPlacement
IE-sensor-placement,registry.domain,Battle rhythm & mission records
IE-sensor-task-event,uafId,IE-sensor-task-event
IE-sensor-task-event,uafKind,InformationElement
IE-sensor-task-event,registry.code,gungnir_model::SensorTaskEvent
IE-sensor-task-event,registry.domain,Events & the record
IE-sensor-task-id,uafId,IE-sensor-task-id
IE-sensor-task-id,uafKind,InformationElement
IE-sensor-task-id,registry.code,gungnir_model::SensorTaskId
IE-sensor-task-id,registry.domain,Picture & tracking vocabulary
IE-session-id,uafId,IE-session-id
IE-session-id,uafKind,InformationElement
IE-session-id,registry.code,gungnir_model::SessionId
IE-session-id,registry.domain,Picture & tracking vocabulary
IE-side-outcome,uafId,IE-side-outcome
IE-side-outcome,uafKind,InformationElement
IE-side-outcome,registry.code,gungnir_model::SideOutcome
IE-side-outcome,registry.domain,"Policy, authority & settings"
IE-source-authentication,uafId,IE-source-authentication
IE-source-authentication,uafKind,InformationElement
IE-source-authentication,registry.code,gungnir_model::SourceAuthentication
IE-source-authentication,registry.domain,"Core identifiers, frames & quality"
IE-staleness-settings,uafId,IE-staleness-settings
IE-staleness-settings,uafKind,InformationElement
IE-staleness-settings,registry.code,gungnir_model::StalenessSettings
IE-staleness-settings,registry.domain,"Policy, authority & settings"
IE-term,uafId,IE-term
IE-term,uafKind,InformationElement
IE-term,registry.code,gungnir_model::Term
IE-term,registry.domain,Battle rhythm & mission records
IE-test-track-number,uafId,IE-test-track-number
IE-test-track-number,uafKind,InformationElement
IE-test-track-number,registry.code,gungnir_model::TestTrackNumber
IE-test-track-number,registry.domain,Battle rhythm & mission records
IE-theme-variant,uafId,IE-theme-variant
IE-theme-variant,uafKind,InformationElement
IE-theme-variant,registry.code,gungnir_model::ThemeVariant
IE-theme-variant,registry.domain,"Policy, authority & settings"
IE-uas-certification-category,uafId,IE-uas-certification-category
IE-uas-certification-category,uafKind,InformationElement
IE-uas-certification-category,registry.code,gungnir_model::UasCertificationCategory
IE-uas-certification-category,registry.domain,UAS identification & platform reports
IE-uas-identification-report,uafId,IE-uas-identification-report
IE-uas-identification-report,uafKind,InformationElement
IE-uas-identification-report,registry.code,gungnir_model::UasIdentificationReport
IE-uas-identification-report,registry.domain,UAS identification & platform reports
IE-uas-platform-report,uafId,IE-uas-platform-report
IE-uas-platform-report,uafKind,InformationElement
IE-uas-platform-report,registry.code,gungnir_model::UasPlatformReport
IE-uas-platform-report,registry.domain,UAS identification & platform reports
IE-ui-settings,uafId,IE-ui-settings
IE-ui-settings,uafKind,InformationElement
IE-ui-settings,registry.code,gungnir_model::UiSettings
IE-ui-settings,registry.domain,"Policy, authority & settings"
IE-validity-window,uafId,IE-validity-window
IE-validity-window,uafKind,InformationElement
IE-validity-window,registry.code,gungnir_model::ValidityWindow
IE-validity-window,registry.domain,"Policy, authority & settings"
IE-verdict,uafId,IE-verdict
IE-verdict,uafKind,InformationElement
IE-verdict,registry.code,gungnir_model::Verdict
IE-verdict,registry.domain,"Policy, authority & settings"
IE-verdict-summary,uafId,IE-verdict-summary
IE-verdict-summary,uafKind,InformationElement
IE-verdict-summary,registry.code,gungnir_model::VerdictSummary
IE-verdict-summary,registry.domain,Events & the record
IE-vocabulary,uafId,IE-vocabulary
IE-vocabulary,uafKind,InformationElement
IE-vocabulary,registry.code,gungnir_model::Vocabulary
IE-vocabulary,registry.domain,Battle rhythm & mission records
IE-warning-event,uafId,IE-warning-event
IE-warning-event,uafKind,InformationElement
IE-warning-event,registry.code,gungnir_model::WarningEvent
IE-warning-event,registry.domain,Events & the record
IE-warning-obligation,uafId,IE-warning-obligation
IE-warning-obligation,uafKind,InformationElement
IE-warning-obligation,registry.code,gungnir_model::WarningObligation
IE-warning-obligation,registry.domain,"Assets, exchange & releasability"
IE-weapons-control-status,uafId,IE-weapons-control-status
IE-weapons-control-status,uafKind,InformationElement
IE-weapons-control-status,registry.code,gungnir_model::WeaponsControlStatus
IE-weapons-control-status,registry.domain,"Policy, authority & settings"
AR-01,uafId,AR-01
AR-01,uafKind,ActualResource
AR-01,registry.source,ARCHITECTURE.md \u00a78.7 and \u00a79
AR-02,uafId,AR-02
AR-02,uafKind,ActualResource
AR-02,registry.source,ARCHITECTURE.md \u00a78.1 and \u00a78.2
AR-03,uafId,AR-03
AR-03,uafKind,ActualResource
AR-03,registry.source,ARCHITECTURE.md \u00a78.2 and \u00a78.5
AR-04,uafId,AR-04
AR-04,uafKind,ActualResource
AR-04,registry.source,docs/mission/operational-environment.md
AR-05,uafId,AR-05
AR-05,uafKind,ActualResource
AR-05,registry.source,ARCHITECTURE.md \u00a78.6
AR-06,uafId,AR-06
AR-06,uafKind,ActualResource
AR-06,registry.source,docs/mission/roles-and-stakeholders.md \u00a73
AR-07,uafId,AR-07
AR-07,uafKind,ActualResource
AR-07,registry.source,docs/release-governance.md
REQ-F-01,uafId,REQ-F-01
REQ-F-01,uafKind,requirement
REQ-F-01,registry.category,F
REQ-F-01,registry.source,"CAP-1.1, CAP-1.2"
REQ-F-01,registry.priority,I2
REQ-F-01,registry.verification,"Verification table, ingest row"
REQ-F-01,registry.gaps,"GAP-001, GAP-064"
REQ-F-01,registry.owner,architecture-requirements-specification.md
REQ-F-02,uafId,REQ-F-02
REQ-F-02,uafKind,requirement
REQ-F-02,registry.category,F
REQ-F-02,registry.source,"CAP-1.2, D-02"
REQ-F-02,registry.priority,I2
REQ-F-02,registry.verification,Security gate
REQ-F-02,registry.gaps,GAP-002
REQ-F-02,registry.owner,architecture-requirements-specification.md
REQ-F-03,uafId,REQ-F-03
REQ-F-03,uafKind,requirement
REQ-F-03,registry.category,F
REQ-F-03,registry.source,CAP-1.3
REQ-F-03,registry.priority,"I2 for the registry, I3 for outbound control"
REQ-F-03,registry.verification,"Verification table, sensor-management row"
REQ-F-03,registry.gaps,"GAP-003, GAP-004"
REQ-F-03,registry.owner,architecture-requirements-specification.md
REQ-F-04,uafId,REQ-F-04
REQ-F-04,uafKind,requirement
REQ-F-04,registry.category,F
REQ-F-04,registry.source,CAP-1.4
REQ-F-04,registry.priority,I3
REQ-F-04,registry.verification,MOP for coverage; usability round 2
REQ-F-04,registry.gaps,"GAP-006, GAP-007"
REQ-F-04,registry.owner,architecture-requirements-specification.md
REQ-F-05,uafId,REQ-F-05
REQ-F-05,uafKind,requirement
REQ-F-05,registry.category,F
REQ-F-05,registry.source,CAP-1.5
REQ-F-05,registry.priority,I2
REQ-F-05,registry.verification,MOP-09; the test-track skew case
REQ-F-05,registry.gaps,GAP-008
REQ-F-05,registry.owner,architecture-requirements-specification.md
REQ-F-06,uafId,REQ-F-06
REQ-F-06,uafKind,requirement
REQ-F-06,registry.category,F
REQ-F-06,registry.source,"CAP-1.7, D-09"
REQ-F-06,registry.priority,I2
REQ-F-06,registry.verification,Codec conformance
REQ-F-06,registry.gaps,GAP-010
REQ-F-06,registry.owner,architecture-requirements-specification.md
REQ-F-07,uafId,REQ-F-07
REQ-F-07,uafKind,requirement
REQ-F-07,registry.category,F
REQ-F-07,registry.source,CAP-2.1 to CAP-2.5
REQ-F-07,registry.priority,"I2, random finite sets I3"
REQ-F-07,registry.verification,"Verification table \u00a71, oracle agreement"
REQ-F-07,registry.gaps,"GAP-011, GAP-013, GAP-015, GAP-016"
REQ-F-07,registry.owner,architecture-requirements-specification.md
REQ-F-08,uafId,REQ-F-08
REQ-F-08,uafKind,requirement
REQ-F-08,registry.category,F
REQ-F-08,registry.source,CAP-2.2
REQ-F-08,registry.priority,I3
REQ-F-08,registry.verification,Usability round 2; C-02
REQ-F-08,registry.gaps,GAP-012
REQ-F-08,registry.owner,architecture-requirements-specification.md
REQ-F-09,uafId,REQ-F-09
REQ-F-09,uafKind,requirement
REQ-F-09,registry.category,F
REQ-F-09,registry.source,CAP-2.6
REQ-F-09,registry.priority,I3
REQ-F-09,registry.verification,MOE for identification; ML-01 gates
REQ-F-09,registry.gaps,GAP-018
REQ-F-09,registry.owner,architecture-requirements-specification.md
REQ-F-10,uafId,REQ-F-10
REQ-F-10,uafKind,requirement
REQ-F-10,registry.category,F
REQ-F-10,registry.source,CAP-2.7
REQ-F-10,registry.priority,I3
REQ-F-10,registry.verification,Property test on lineage
REQ-F-10,registry.gaps,"GAP-019, GAP-069"
REQ-F-10,registry.owner,architecture-requirements-specification.md
REQ-F-11,uafId,REQ-F-11
REQ-F-11,uafKind,requirement
REQ-F-11,registry.category,F
REQ-F-11,registry.source,"CAP-3.1, CAP-3.2"
REQ-F-11,registry.priority,I3
REQ-F-11,registry.verification,MOE-01; scenario replay
REQ-F-11,registry.gaps,"GAP-026, GAP-027"
REQ-F-11,registry.owner,architecture-requirements-specification.md
REQ-F-12,uafId,REQ-F-12
REQ-F-12,uafKind,requirement
REQ-F-12,registry.category,F
REQ-F-12,registry.source,"CAP-3.3, CAP-3.4"
REQ-F-12,registry.priority,I3
REQ-F-12,registry.verification,"Verification table, allocation row"
REQ-F-12,registry.gaps,"GAP-029, GAP-030, GAP-031"
REQ-F-12,registry.owner,architecture-requirements-specification.md
REQ-F-13,uafId,REQ-F-13
REQ-F-13,uafKind,requirement
REQ-F-13,registry.category,F
REQ-F-13,registry.source,CAP-3.5
REQ-F-13,registry.priority,I3
REQ-F-13,registry.verification,Usability round 2; assistant evaluation
REQ-F-13,registry.gaps,GAP-032
REQ-F-13,registry.owner,architecture-requirements-specification.md
REQ-F-14,uafId,REQ-F-14
REQ-F-14,uafKind,requirement
REQ-F-14,registry.category,F
REQ-F-14,registry.source,"CAP-3.7, D-15"
REQ-F-14,registry.priority,I3
REQ-F-14,registry.verification,MOP for time to decision
REQ-F-14,registry.gaps,"GAP-034, GAP-035"
REQ-F-14,registry.owner,architecture-requirements-specification.md
REQ-F-15,uafId,REQ-F-15
REQ-F-15,uafKind,requirement
REQ-F-15,registry.category,F
REQ-F-15,registry.source,CAP-5.2
REQ-F-15,registry.priority,I2
REQ-F-15,registry.verification,Journal round-trip; replay determinism
REQ-F-15,registry.gaps,GAP-045
REQ-F-15,registry.owner,architecture-requirements-specification.md
REQ-F-16,uafId,REQ-F-16
REQ-F-16,uafKind,requirement
REQ-F-16,registry.category,F
REQ-F-16,registry.source,CAP-5.3
REQ-F-16,registry.priority,I3
REQ-F-16,registry.verification,The measures themselves
REQ-F-16,registry.gaps,GAP-047
REQ-F-16,registry.owner,architecture-requirements-specification.md
REQ-D-01,uafId,REQ-D-01
REQ-D-01,uafKind,requirement
REQ-D-01,registry.category,D
REQ-D-01,registry.source,AP-06
REQ-D-01,registry.priority,Now
REQ-D-01,registry.verification,"Contract C-07, checked"
REQ-D-01,registry.owner,architecture-requirements-specification.md
REQ-D-02,uafId,REQ-D-02
REQ-D-02,uafKind,requirement
REQ-D-02,registry.category,D
REQ-D-02,registry.source,"AP-07, CAP-1.2"
REQ-D-02,registry.priority,Now
REQ-D-02,registry.verification,Schema review; C-08
REQ-D-02,registry.owner,architecture-requirements-specification.md
REQ-D-03,uafId,REQ-D-03
REQ-D-03,uafKind,requirement
REQ-D-03,registry.category,D
REQ-D-03,registry.source,"AP-07, ML-01"
REQ-D-03,registry.priority,I4
REQ-D-03,registry.verification,ML promotion gate
REQ-D-03,registry.gaps,GAP-080
REQ-D-03,registry.owner,architecture-requirements-specification.md
REQ-D-04,uafId,REQ-D-04
REQ-D-04,uafKind,requirement
REQ-D-04,registry.category,D
REQ-D-04,registry.source,AP-08
REQ-D-04,registry.priority,Now
REQ-D-04,registry.verification,Ordering and fan-out tests
REQ-D-04,registry.owner,architecture-requirements-specification.md
REQ-D-05,uafId,REQ-D-05
REQ-D-05,uafKind,requirement
REQ-D-05,registry.category,D
REQ-D-05,registry.source,D-04
REQ-D-05,registry.priority,I2
REQ-D-05,registry.verification,Journal durability budget
REQ-D-05,registry.owner,architecture-requirements-specification.md
REQ-D-06,uafId,REQ-D-06
REQ-D-06,uafKind,requirement
REQ-D-06,registry.category,D
REQ-D-06,registry.source,D-03
REQ-D-06,registry.priority,I4
REQ-D-06,registry.verification,Reconciliation invariant tests
REQ-D-06,registry.owner,architecture-requirements-specification.md
REQ-D-07,uafId,REQ-D-07
REQ-D-07,uafKind,requirement
REQ-D-07,registry.category,D
REQ-D-07,registry.source,"D-06, CAP-6.6"
REQ-D-07,registry.priority,"I3 marking, I4 enforcement"
REQ-D-07,registry.verification,Schema review; per-caller test
REQ-D-07,registry.gaps,GAP-062
REQ-D-07,registry.owner,architecture-requirements-specification.md
REQ-D-08,uafId,REQ-D-08
REQ-D-08,uafKind,requirement
REQ-D-08,registry.category,D
REQ-D-08,registry.source,ML plan
REQ-D-08,registry.priority,I4
REQ-D-08,registry.verification,Manifest schema; repository policy
REQ-D-08,registry.gaps,GAP-078
REQ-D-08,registry.owner,architecture-requirements-specification.md
REQ-I-01,uafId,REQ-I-01
REQ-I-01,uafKind,requirement
REQ-I-01,registry.category,I
REQ-I-01,registry.source,CAP-7.1
REQ-I-01,registry.priority,I4
REQ-I-01,registry.verification,"Conformance suite, GAP-063"
REQ-I-01,registry.gaps,GAP-041
REQ-I-01,registry.owner,architecture-requirements-specification.md
REQ-I-02,uafId,REQ-I-02
REQ-I-02,uafKind,requirement
REQ-I-02,registry.category,I
REQ-I-02,registry.source,CAP-7.2
REQ-I-02,registry.priority,Now
REQ-I-02,registry.verification,Catalogue tests
REQ-I-02,registry.owner,architecture-requirements-specification.md
REQ-I-03,uafId,REQ-I-03
REQ-I-03,uafKind,requirement
REQ-I-03,registry.category,I
REQ-I-03,registry.source,"SD-03, D-09"
REQ-I-03,registry.priority,I2
REQ-I-03,registry.verification,"Codec conformance, fuzz"
REQ-I-03,registry.gaps,GAP-064
REQ-I-03,registry.owner,architecture-requirements-specification.md
REQ-I-04,uafId,REQ-I-04
REQ-I-04,uafKind,requirement
REQ-I-04,registry.category,I
REQ-I-04,registry.source,"SD-04, D-06"
REQ-I-04,registry.priority,I4
REQ-I-04,registry.verification,Codec conformance
REQ-I-04,registry.gaps,"GAP-064, GAP-065"
REQ-I-04,registry.owner,architecture-requirements-specification.md
REQ-I-05,uafId,REQ-I-05
REQ-I-05,uafKind,requirement
REQ-I-05,registry.category,I
REQ-I-05,registry.source,D-08
REQ-I-05,registry.priority,I4
REQ-I-05,registry.verification,Synthetic peer tests
REQ-I-05,registry.gaps,"GAP-009, GAP-040, GAP-042"
REQ-I-05,registry.owner,architecture-requirements-specification.md
REQ-I-06,uafId,REQ-I-06
REQ-I-06,uafKind,requirement
REQ-I-06,registry.category,I
REQ-I-06,registry.source,SD-02
REQ-I-06,registry.priority,Now
REQ-I-06,registry.verification,Round-trip test
REQ-I-06,registry.owner,architecture-requirements-specification.md
REQ-S-01,uafId,REQ-S-01
REQ-S-01,uafKind,requirement
REQ-S-01,registry.category,S
REQ-S-01,registry.source,"AP-01, CAP-4.3"
REQ-S-01,registry.priority,I3
REQ-S-01,registry.verification,Contract C-01; a dedicated test
REQ-S-01,registry.gaps,GAP-039
REQ-S-01,registry.owner,architecture-requirements-specification.md
REQ-S-02,uafId,REQ-S-02
REQ-S-02,uafKind,requirement
REQ-S-02,registry.category,S
REQ-S-02,registry.source,"CAP-6.2, D-05"
REQ-S-02,registry.priority,I3
REQ-S-02,registry.verification,Authorization tests
REQ-S-02,registry.gaps,"GAP-058, GAP-068"
REQ-S-02,registry.owner,architecture-requirements-specification.md
REQ-S-03,uafId,REQ-S-03
REQ-S-03,uafKind,requirement
REQ-S-03,registry.category,S
REQ-S-03,registry.source,CAP-3.6
REQ-S-03,registry.priority,I3
REQ-S-03,registry.verification,Policy tests
REQ-S-03,registry.gaps,GAP-033
REQ-S-03,registry.owner,architecture-requirements-specification.md
REQ-S-04,uafId,REQ-S-04
REQ-S-04,uafKind,requirement
REQ-S-04,registry.category,S
REQ-S-04,registry.source,"CAP-3.6, CAP-3.7"
REQ-S-04,registry.priority,I3
REQ-S-04,registry.verification,Queue tests
REQ-S-04,registry.gaps,GAP-034
REQ-S-04,registry.owner,architecture-requirements-specification.md
REQ-S-05,uafId,REQ-S-05
REQ-S-05,uafKind,requirement
REQ-S-05,registry.category,S
REQ-S-05,registry.source,"AP-03, CAP-6.3"
REQ-S-05,registry.priority,I3
REQ-S-05,registry.verification,Audit completeness test
REQ-S-05,registry.gaps,GAP-059
REQ-S-05,registry.owner,architecture-requirements-specification.md
REQ-S-06,uafId,REQ-S-06
REQ-S-06,uafKind,requirement
REQ-S-06,registry.category,S
REQ-S-06,registry.source,D-02
REQ-S-06,registry.priority,I4
REQ-S-06,registry.verification,Security gate
REQ-S-06,registry.gaps,GAP-057
REQ-S-06,registry.owner,architecture-requirements-specification.md
REQ-S-07,uafId,REQ-S-07
REQ-S-07,uafKind,requirement
REQ-S-07,registry.category,S
REQ-S-07,registry.source,CAP-6.4
REQ-S-07,registry.priority,I4
REQ-S-07,registry.verification,Security gate
REQ-S-07,registry.gaps,GAP-060
REQ-S-07,registry.owner,architecture-requirements-specification.md
REQ-S-08,uafId,REQ-S-08
REQ-S-08,uafKind,requirement
REQ-S-08,registry.category,S
REQ-S-08,registry.source,AI plan
REQ-S-08,registry.priority,I4
REQ-S-08,registry.verification,Dependency-list test; injection cases
REQ-S-08,registry.gaps,GAP-044
REQ-S-08,registry.planned_carriers,gungnir-agent
REQ-S-08,registry.owner,architecture-requirements-specification.md
REQ-S-09,uafId,REQ-S-09
REQ-S-09,uafKind,requirement
REQ-S-09,registry.category,S
REQ-S-09,registry.source,AI plan
REQ-S-09,registry.priority,I4
REQ-S-09,registry.verification,"Seven injection cases, every case every run"
REQ-S-09,registry.gaps,GAP-044
REQ-S-09,registry.owner,architecture-requirements-specification.md
REQ-S-10,uafId,REQ-S-10
REQ-S-10,uafKind,requirement
REQ-S-10,registry.category,S
REQ-S-10,registry.source,CAP-6.5
REQ-S-10,registry.priority,I2
REQ-S-10,registry.verification,The workflow itself
REQ-S-10,registry.gaps,GAP-061
REQ-S-10,registry.owner,architecture-requirements-specification.md
REQ-P-01,uafId,REQ-P-01
REQ-P-01,uafKind,requirement
REQ-P-01,registry.category,P
REQ-P-01,registry.source,"Budgets, desktop"
REQ-P-01,registry.priority,I3
REQ-P-01,registry.verification,Tick harness plus viewport spans
REQ-P-01,registry.owner,architecture-requirements-specification.md
REQ-P-02,uafId,REQ-P-02
REQ-P-02,uafKind,requirement
REQ-P-02,registry.category,P
REQ-P-02,registry.source,"Budgets, desktop"
REQ-P-02,registry.priority,I2
REQ-P-02,registry.verification,Tick harness
REQ-P-02,registry.owner,architecture-requirements-specification.md
REQ-P-03,uafId,REQ-P-03
REQ-P-03,uafKind,requirement
REQ-P-03,registry.category,P
REQ-P-03,registry.source,"Budgets, desktop"
REQ-P-03,registry.priority,I2
REQ-P-03,registry.verification,Tick harness
REQ-P-03,registry.owner,architecture-requirements-specification.md
REQ-P-04,uafId,REQ-P-04
REQ-P-04,uafKind,requirement
REQ-P-04,registry.category,P
REQ-P-04,registry.source,"Budgets, desktop"
REQ-P-04,registry.priority,I2
REQ-P-04,registry.verification,Scenario 3 replay
REQ-P-04,registry.owner,architecture-requirements-specification.md
REQ-P-05,uafId,REQ-P-05
REQ-P-05,uafKind,requirement
REQ-P-05,registry.category,P
REQ-P-05,registry.source,"Budgets, node"
REQ-P-05,registry.priority,I4
REQ-P-05,registry.verification,Load generation through the recorded adapter
REQ-P-05,registry.owner,architecture-requirements-specification.md
REQ-P-06,uafId,REQ-P-06
REQ-P-06,uafKind,requirement
REQ-P-06,registry.category,P
REQ-P-06,registry.source,"Budgets, node"
REQ-P-06,registry.priority,I4
REQ-P-06,registry.verification,Node tick harness
REQ-P-06,registry.owner,architecture-requirements-specification.md
REQ-P-07,uafId,REQ-P-07
REQ-P-07,uafKind,requirement
REQ-P-07,registry.category,P
REQ-P-07,registry.source,"Budgets, node"
REQ-P-07,registry.priority,I4
REQ-P-07,registry.verification,Checkpoint replay test
REQ-P-07,registry.owner,architecture-requirements-specification.md
REQ-P-08,uafId,REQ-P-08
REQ-P-08,uafKind,requirement
REQ-P-08,registry.category,P
REQ-P-08,registry.source,"Budgets, connectivity"
REQ-P-08,registry.priority,I4
REQ-P-08,registry.verification,Integration test that cuts the transport
REQ-P-08,registry.owner,architecture-requirements-specification.md
REQ-P-09,uafId,REQ-P-09
REQ-P-09,uafKind,requirement
REQ-P-09,registry.category,P
REQ-P-09,registry.source,Verification table \u00a71
REQ-P-09,registry.priority,Now
REQ-P-09,registry.verification,"Property tests, already a gate"
REQ-P-09,registry.owner,architecture-requirements-specification.md
REQ-U-01,uafId,REQ-U-01
REQ-U-01,uafKind,requirement
REQ-U-01,registry.category,U
REQ-U-01,registry.source,"CAP-5.9, D-05"
REQ-U-01,registry.priority,I3
REQ-U-01,registry.verification,Usability round 2
REQ-U-01,registry.gaps,GAP-055
REQ-U-01,registry.owner,architecture-requirements-specification.md
REQ-U-02,uafId,REQ-U-02
REQ-U-02,uafKind,requirement
REQ-U-02,registry.category,U
REQ-U-02,registry.source,UX plan
REQ-U-02,registry.priority,I3
REQ-U-02,registry.verification,Heuristic walkthrough; MOP-37
REQ-U-02,registry.gaps,GAP-072
REQ-U-02,registry.owner,architecture-requirements-specification.md
REQ-U-03,uafId,REQ-U-03
REQ-U-03,uafKind,requirement
REQ-U-03,registry.category,U
REQ-U-03,registry.source,AP-02
REQ-U-03,registry.priority,I3
REQ-U-03,registry.verification,Usability round 2; contract C-02
REQ-U-03,registry.gaps,"GAP-072, GAP-073"
REQ-U-03,registry.owner,architecture-requirements-specification.md
REQ-U-04,uafId,REQ-U-04
REQ-U-04,uafKind,requirement
REQ-U-04,registry.category,U
REQ-U-04,registry.source,"AI plan, UX principle 7"
REQ-U-04,registry.priority,I4
REQ-U-04,registry.verification,Assistant evaluation; usability round 2
REQ-U-04,registry.gaps,GAP-044
REQ-U-04,registry.owner,architecture-requirements-specification.md
REQ-U-05,uafId,REQ-U-05
REQ-U-05,uafKind,requirement
REQ-U-05,registry.category,U
REQ-U-05,registry.source,D-12
REQ-U-05,registry.priority,I3
REQ-U-05,registry.verification,Baseline schema test
REQ-U-05,registry.gaps,GAP-070
REQ-U-05,registry.owner,architecture-requirements-specification.md
REQ-C-01,uafId,REQ-C-01
REQ-C-01,uafKind,requirement
REQ-C-01,registry.category,C
REQ-C-01,registry.source,AP-10
REQ-C-01,registry.priority,constraint
REQ-C-01,registry.verification,"Contract C-11, checked"
REQ-C-01,registry.owner,architecture-requirements-specification.md
REQ-C-02,uafId,REQ-C-02
REQ-C-02,uafKind,requirement
REQ-C-02,registry.category,C
REQ-C-02,registry.source,AP-14
REQ-C-02,registry.priority,constraint
REQ-C-02,registry.verification,"Contract C-14, checked"
REQ-C-02,registry.owner,architecture-requirements-specification.md
REQ-C-03,uafId,REQ-C-03
REQ-C-03,uafKind,requirement
REQ-C-03,registry.category,C
REQ-C-03,registry.source,AP-12
REQ-C-03,registry.priority,constraint
REQ-C-03,registry.verification,"Checked, zero today"
REQ-C-03,registry.owner,architecture-requirements-specification.md
REQ-C-04,uafId,REQ-C-04
REQ-C-04,uafKind,requirement
REQ-C-04,registry.category,C
REQ-C-04,registry.source,AP-12
REQ-C-04,registry.priority,constraint
REQ-C-04,registry.verification,Contract C-03; GAP-082
REQ-C-04,registry.owner,architecture-requirements-specification.md
REQ-C-05,uafId,REQ-C-05
REQ-C-05,uafKind,requirement
REQ-C-05,registry.category,C
REQ-C-05,registry.source,AP-15
REQ-C-05,registry.priority,constraint
REQ-C-05,registry.verification,Contract C-15
REQ-C-05,registry.owner,architecture-requirements-specification.md
REQ-C-06,uafId,REQ-C-06
REQ-C-06,uafKind,requirement
REQ-C-06,registry.category,C
REQ-C-06,registry.source,AP-05
REQ-C-06,registry.priority,constraint
REQ-C-06,registry.verification,Contract C-06
REQ-C-06,registry.owner,architecture-requirements-specification.md
REQ-C-07,uafId,REQ-C-07
REQ-C-07,uafKind,requirement
REQ-C-07,registry.category,C
REQ-C-07,registry.source,AP-13
REQ-C-07,registry.priority,constraint
REQ-C-07,registry.verification,Contract C-13
REQ-C-07,registry.owner,architecture-requirements-specification.md
REQ-C-08,uafId,REQ-C-08
REQ-C-08,uafKind,requirement
REQ-C-08,registry.category,C
REQ-C-08,registry.source,AP-17
REQ-C-08,registry.priority,constraint
REQ-C-08,registry.verification,Contract C-17; diff review
REQ-C-08,registry.owner,architecture-requirements-specification.md
REQ-C-09,uafId,REQ-C-09
REQ-C-09,uafKind,requirement
REQ-C-09,registry.category,C
REQ-C-09,registry.source,AP-04
REQ-C-09,registry.priority,constraint
REQ-C-09,registry.verification,Contract C-05
REQ-C-09,registry.owner,architecture-requirements-specification.md
REQ-C-10,uafId,REQ-C-10
REQ-C-10,uafKind,requirement
REQ-C-10,registry.category,C
REQ-C-10,registry.source,AP-16
REQ-C-10,registry.priority,constraint
REQ-C-10,registry.verification,Contract C-16
REQ-C-10,registry.owner,architecture-requirements-specification.md
RS-model,conformsTo,SD-01 Gungnir canonical schema v1; SD-05 JSON (RFC 8259)
RS-store,conformsTo,SD-01 Gungnir canonical schema v1; SD-05 JSON (RFC 8259)
RS-config,conformsTo,SD-01 Gungnir canonical schema v1; SD-05 JSON (RFC 8259)
RS-api,conformsTo,SD-01 Gungnir canonical schema v1; SD-05 JSON (RFC 8259); SD-06 HTTP/1.1 (RFC 9112); SD-07 WebSocket (RFC 6455); SD-08 TLS 1.3 (RFC 8446)
RS-remote,conformsTo,SD-06 HTTP/1.1 (RFC 9112); SD-07 WebSocket (RFC 6455); SD-08 TLS 1.3 (RFC 8446); SD-16 Cursor-on-Target (CoT) (planned)
RS-node,conformsTo,SD-12 OCI container image; SD-08 TLS 1.3 (RFC 8446); SD-13 Software bill of materials (CycloneDX JSON) and signed releases (planned)
RS-interop,conformsTo,SD-02 Apache Arrow (arrow 53); SD-03 ASTERIX Category 048 (Eurocontrol); SD-04 STANAG 4676 (NATO ISR tracking standard) (planned); SD-16 Cursor-on-Target (CoT) (planned)
RS-ingest,conformsTo,SD-16 Cursor-on-Target (CoT) (planned); SD-09 AIS (ITU-R M.1371); SD-10 ADS-B 1090 ES (RTCA DO-260B)
RS-identity,conformsTo,SD-11 UUID version 7 (RFC 9562)
RS-app,conformsTo,SD-13 Software bill of materials (CycloneDX JSON) and signed releases (planned)
