rel_id,kind,stereotype,from_id,to_id,name,ea_type
REL:performs:OP-02->OA-31,performs,IsCapableToPerform,OP-02,OA-31,performs: OP-02 -> OA-31,Abstraction
REL:performs:OP-03->OA-11,performs,IsCapableToPerform,OP-03,OA-11,performs: OP-03 -> OA-11,Abstraction
REL:performs:OP-03->OA-25,performs,IsCapableToPerform,OP-03,OA-25,performs: OP-03 -> OA-25,Abstraction
REL:performs:OP-03->OA-26,performs,IsCapableToPerform,OP-03,OA-26,performs: OP-03 -> OA-26,Abstraction
REL:performs:OP-03->OA-33,performs,IsCapableToPerform,OP-03,OA-33,performs: OP-03 -> OA-33,Abstraction
REL:performs:OP-04->OA-12,performs,IsCapableToPerform,OP-04,OA-12,performs: OP-04 -> OA-12,Abstraction
REL:performs:OP-04->OA-14,performs,IsCapableToPerform,OP-04,OA-14,performs: OP-04 -> OA-14,Abstraction
REL:performs:OP-04->OA-17,performs,IsCapableToPerform,OP-04,OA-17,performs: OP-04 -> OA-17,Abstraction
REL:performs:OP-04->OA-22,performs,IsCapableToPerform,OP-04,OA-22,performs: OP-04 -> OA-22,Abstraction
REL:performs:OP-05->OA-24,performs,IsCapableToPerform,OP-05,OA-24,performs: OP-05 -> OA-24,Abstraction
REL:performs:OP-05->OA-34,performs,IsCapableToPerform,OP-05,OA-34,performs: OP-05 -> OA-34,Abstraction
REL:performs:OP-05->OA-35,performs,IsCapableToPerform,OP-05,OA-35,performs: OP-05 -> OA-35,Abstraction
REL:performs:OP-06->OA-03,performs,IsCapableToPerform,OP-06,OA-03,performs: OP-06 -> OA-03,Abstraction
REL:performs:OP-06->OA-17,performs,IsCapableToPerform,OP-06,OA-17,performs: OP-06 -> OA-17,Abstraction
REL:performs:OP-06->OA-18,performs,IsCapableToPerform,OP-06,OA-18,performs: OP-06 -> OA-18,Abstraction
REL:performs:OP-06->OA-19,performs,IsCapableToPerform,OP-06,OA-19,performs: OP-06 -> OA-19,Abstraction
REL:performs:OP-06->OA-20,performs,IsCapableToPerform,OP-06,OA-20,performs: OP-06 -> OA-20,Abstraction
REL:performs:OP-07->OA-21,performs,IsCapableToPerform,OP-07,OA-21,performs: OP-07 -> OA-21,Abstraction
REL:performs:OP-07->OA-22,performs,IsCapableToPerform,OP-07,OA-22,performs: OP-07 -> OA-22,Abstraction
REL:performs:OP-07->OA-23,performs,IsCapableToPerform,OP-07,OA-23,performs: OP-07 -> OA-23,Abstraction
REL:performs:OP-07->OA-25,performs,IsCapableToPerform,OP-07,OA-25,performs: OP-07 -> OA-25,Abstraction
REL:performs:OP-08->OA-07,performs,IsCapableToPerform,OP-08,OA-07,performs: OP-08 -> OA-07,Abstraction
REL:performs:OP-08->OA-13,performs,IsCapableToPerform,OP-08,OA-13,performs: OP-08 -> OA-13,Abstraction
REL:performs:OP-08->OA-21,performs,IsCapableToPerform,OP-08,OA-21,performs: OP-08 -> OA-21,Abstraction
REL:performs:OP-08->OA-23,performs,IsCapableToPerform,OP-08,OA-23,performs: OP-08 -> OA-23,Abstraction
REL:performs:OP-08->OA-24,performs,IsCapableToPerform,OP-08,OA-24,performs: OP-08 -> OA-24,Abstraction
REL:performs:OP-08->OA-26,performs,IsCapableToPerform,OP-08,OA-26,performs: OP-08 -> OA-26,Abstraction
REL:performs:OP-20->OA-15,performs,IsCapableToPerform,OP-20,OA-15,performs: OP-20 -> OA-15,Abstraction
REL:performs:OP-20->OA-23,performs,IsCapableToPerform,OP-20,OA-23,performs: OP-20 -> OA-23,Abstraction
REL:performs:OP-21->OA-15,performs,IsCapableToPerform,OP-21,OA-15,performs: OP-21 -> OA-15,Abstraction
REL:performs:OP-22->OA-08,performs,IsCapableToPerform,OP-22,OA-08,performs: OP-22 -> OA-08,Abstraction
REL:performs:OP-22->OA-10,performs,IsCapableToPerform,OP-22,OA-10,performs: OP-22 -> OA-10,Abstraction
REL:performs:OP-23->OA-12,performs,IsCapableToPerform,OP-23,OA-12,performs: OP-23 -> OA-12,Abstraction
REL:performs:OP-24->OA-09,performs,IsCapableToPerform,OP-24,OA-09,performs: OP-24 -> OA-09,Abstraction
REL:performs:OP-24->OA-36,performs,IsCapableToPerform,OP-24,OA-36,performs: OP-24 -> OA-36,Abstraction
REL:performs:OP-25->OA-09,performs,IsCapableToPerform,OP-25,OA-09,performs: OP-25 -> OA-09,Abstraction
REL:performs:OP-25->OA-36,performs,IsCapableToPerform,OP-25,OA-36,performs: OP-25 -> OA-36,Abstraction
REL:performs:OP-26->OA-15,performs,IsCapableToPerform,OP-26,OA-15,performs: OP-26 -> OA-15,Abstraction
REL:performs:OP-26->OA-20,performs,IsCapableToPerform,OP-26,OA-20,performs: OP-26 -> OA-20,Abstraction
REL:performs:OP-30->OA-01,performs,IsCapableToPerform,OP-30,OA-01,performs: OP-30 -> OA-01,Abstraction
REL:performs:OP-30->OA-02,performs,IsCapableToPerform,OP-30,OA-02,performs: OP-30 -> OA-02,Abstraction
REL:performs:OP-30->OA-03,performs,IsCapableToPerform,OP-30,OA-03,performs: OP-30 -> OA-03,Abstraction
REL:performs:OP-30->OA-04,performs,IsCapableToPerform,OP-30,OA-04,performs: OP-30 -> OA-04,Abstraction
REL:performs:OP-30->OA-05,performs,IsCapableToPerform,OP-30,OA-05,performs: OP-30 -> OA-05,Abstraction
REL:performs:OP-30->OA-06,performs,IsCapableToPerform,OP-30,OA-06,performs: OP-30 -> OA-06,Abstraction
REL:performs:OP-30->OA-08,performs,IsCapableToPerform,OP-30,OA-08,performs: OP-30 -> OA-08,Abstraction
REL:performs:OP-30->OA-09,performs,IsCapableToPerform,OP-30,OA-09,performs: OP-30 -> OA-09,Abstraction
REL:performs:OP-30->OA-10,performs,IsCapableToPerform,OP-30,OA-10,performs: OP-30 -> OA-10,Abstraction
REL:performs:OP-30->OA-11,performs,IsCapableToPerform,OP-30,OA-11,performs: OP-30 -> OA-11,Abstraction
REL:performs:OP-30->OA-12,performs,IsCapableToPerform,OP-30,OA-12,performs: OP-30 -> OA-12,Abstraction
REL:performs:OP-30->OA-13,performs,IsCapableToPerform,OP-30,OA-13,performs: OP-30 -> OA-13,Abstraction
REL:performs:OP-30->OA-14,performs,IsCapableToPerform,OP-30,OA-14,performs: OP-30 -> OA-14,Abstraction
REL:performs:OP-30->OA-15,performs,IsCapableToPerform,OP-30,OA-15,performs: OP-30 -> OA-15,Abstraction
REL:performs:OP-30->OA-16,performs,IsCapableToPerform,OP-30,OA-16,performs: OP-30 -> OA-16,Abstraction
REL:performs:OP-30->OA-18,performs,IsCapableToPerform,OP-30,OA-18,performs: OP-30 -> OA-18,Abstraction
REL:performs:OP-30->OA-19,performs,IsCapableToPerform,OP-30,OA-19,performs: OP-30 -> OA-19,Abstraction
REL:performs:OP-30->OA-20,performs,IsCapableToPerform,OP-30,OA-20,performs: OP-30 -> OA-20,Abstraction
REL:performs:OP-30->OA-22,performs,IsCapableToPerform,OP-30,OA-22,performs: OP-30 -> OA-22,Abstraction
REL:performs:OP-30->OA-24,performs,IsCapableToPerform,OP-30,OA-24,performs: OP-30 -> OA-24,Abstraction
REL:performs:OP-30->OA-25,performs,IsCapableToPerform,OP-30,OA-25,performs: OP-30 -> OA-25,Abstraction
REL:performs:OP-30->OA-27,performs,IsCapableToPerform,OP-30,OA-27,performs: OP-30 -> OA-27,Abstraction
REL:performs:OP-30->OA-28,performs,IsCapableToPerform,OP-30,OA-28,performs: OP-30 -> OA-28,Abstraction
REL:performs:OP-30->OA-30,performs,IsCapableToPerform,OP-30,OA-30,performs: OP-30 -> OA-30,Abstraction
REL:performs:OP-30->OA-31,performs,IsCapableToPerform,OP-30,OA-31,performs: OP-30 -> OA-31,Abstraction
REL:performs:OP-30->OA-32,performs,IsCapableToPerform,OP-30,OA-32,performs: OP-30 -> OA-32,Abstraction
REL:performs:OP-30->OA-33,performs,IsCapableToPerform,OP-30,OA-33,performs: OP-30 -> OA-33,Abstraction
REL:performs:OP-30->OA-34,performs,IsCapableToPerform,OP-30,OA-34,performs: OP-30 -> OA-34,Abstraction
REL:performs:OP-30->OA-35,performs,IsCapableToPerform,OP-30,OA-35,performs: OP-30 -> OA-35,Abstraction
REL:performs:OP-30->OA-36,performs,IsCapableToPerform,OP-30,OA-36,performs: OP-30 -> OA-36,Abstraction
REL:realizes:SV-08->OA-01,realizes,Realizes,SV-08,OA-01,realizes: SV-08 -> OA-01,Abstraction
REL:realizes:SV-05->OA-01,realizes,Realizes,SV-05,OA-01,realizes: SV-05 -> OA-01,Abstraction
REL:realizes:SV-05->OA-13,realizes,Realizes,SV-05,OA-13,realizes: SV-05 -> OA-13,Abstraction
REL:realizes:SV-10->OA-01,realizes,Realizes,SV-10,OA-01,realizes: SV-10 -> OA-01,Abstraction
REL:realizes:SV-10->OA-15,realizes,Realizes,SV-10,OA-15,realizes: SV-10 -> OA-15,Abstraction
REL:realizes:SV-10->OA-36,realizes,Realizes,SV-10,OA-36,realizes: SV-10 -> OA-36,Abstraction
REL:realizes:SV-01->OA-02,realizes,Realizes,SV-01,OA-02,realizes: SV-01 -> OA-02,Abstraction
REL:realizes:SV-12->OA-03,realizes,Realizes,SV-12,OA-03,realizes: SV-12 -> OA-03,Abstraction
REL:realizes:SV-12->OA-18,realizes,Realizes,SV-12,OA-18,realizes: SV-12 -> OA-18,Abstraction
REL:realizes:SV-11->OA-19,realizes,Realizes,SV-11,OA-19,realizes: SV-11 -> OA-19,Abstraction
REL:realizes:SV-17->OA-04,realizes,Realizes,SV-17,OA-04,realizes: SV-17 -> OA-04,Abstraction
REL:realizes:SV-02->OA-05,realizes,Realizes,SV-02,OA-05,realizes: SV-02 -> OA-05,Abstraction
REL:realizes:SV-02->OA-30,realizes,Realizes,SV-02,OA-30,realizes: SV-02 -> OA-30,Abstraction
REL:realizes:SV-18->OA-05,realizes,Realizes,SV-18,OA-05,realizes: SV-18 -> OA-05,Abstraction
REL:realizes:SV-18->OA-14,realizes,Realizes,SV-18,OA-14,realizes: SV-18 -> OA-14,Abstraction
REL:realizes:SV-18->OA-25,realizes,Realizes,SV-18,OA-25,realizes: SV-18 -> OA-25,Abstraction
REL:realizes:SV-15->OA-06,realizes,Realizes,SV-15,OA-06,realizes: SV-15 -> OA-06,Abstraction
REL:realizes:SV-15->OA-23,realizes,Realizes,SV-15,OA-23,realizes: SV-15 -> OA-23,Abstraction
REL:realizes:SV-16->OA-07,realizes,Realizes,SV-16,OA-07,realizes: SV-16 -> OA-07,Abstraction
REL:realizes:SV-16->OA-31,realizes,Realizes,SV-16,OA-31,realizes: SV-16 -> OA-31,Abstraction
REL:realizes:SV-23->OA-08,realizes,Realizes,SV-23,OA-08,realizes: SV-23 -> OA-08,Abstraction
REL:realizes:SV-23->OA-09,realizes,Realizes,SV-23,OA-09,realizes: SV-23 -> OA-09,Abstraction
REL:realizes:SV-23->OA-15,realizes,Realizes,SV-23,OA-15,realizes: SV-23 -> OA-15,Abstraction
REL:realizes:SV-23->OA-20,realizes,Realizes,SV-23,OA-20,realizes: SV-23 -> OA-20,Abstraction
REL:realizes:SV-27->OA-09,realizes,Realizes,SV-27,OA-09,realizes: SV-27 -> OA-09,Abstraction
REL:realizes:SV-27->OA-13,realizes,Realizes,SV-27,OA-13,realizes: SV-27 -> OA-13,Abstraction
REL:realizes:SV-27->OA-16,realizes,Realizes,SV-27,OA-16,realizes: SV-27 -> OA-16,Abstraction
REL:realizes:SV-27->OA-17,realizes,Realizes,SV-27,OA-17,realizes: SV-27 -> OA-17,Abstraction
REL:realizes:SV-24->OA-13,realizes,Realizes,SV-24,OA-13,realizes: SV-24 -> OA-13,Abstraction
REL:realizes:SV-03->OA-10,realizes,Realizes,SV-03,OA-10,realizes: SV-03 -> OA-10,Abstraction
REL:realizes:SV-03->OA-11,realizes,Realizes,SV-03,OA-11,realizes: SV-03 -> OA-11,Abstraction
REL:realizes:SV-04->OA-11,realizes,Realizes,SV-04,OA-11,realizes: SV-04 -> OA-11,Abstraction
REL:realizes:SV-04->OA-27,realizes,Realizes,SV-04,OA-27,realizes: SV-04 -> OA-27,Abstraction
REL:realizes:SV-29->OA-11,realizes,Realizes,SV-29,OA-11,realizes: SV-29 -> OA-11,Abstraction
REL:realizes:SV-29->OA-26,realizes,Realizes,SV-29,OA-26,realizes: SV-29 -> OA-26,Abstraction
REL:realizes:SV-29->OA-19,realizes,Realizes,SV-29,OA-19,realizes: SV-29 -> OA-19,Abstraction
REL:realizes:SV-29->OA-20,realizes,Realizes,SV-29,OA-20,realizes: SV-29 -> OA-20,Abstraction
REL:realizes:SV-33->OA-26,realizes,Realizes,SV-33,OA-26,realizes: SV-33 -> OA-26,Abstraction
REL:realizes:SV-09->OA-12,realizes,Realizes,SV-09,OA-12,realizes: SV-09 -> OA-12,Abstraction
REL:realizes:SV-09->OA-14,realizes,Realizes,SV-09,OA-14,realizes: SV-09 -> OA-14,Abstraction
REL:realizes:SV-09->OA-22,realizes,Realizes,SV-09,OA-22,realizes: SV-09 -> OA-22,Abstraction
REL:realizes:SV-14->OA-12,realizes,Realizes,SV-14,OA-12,realizes: SV-14 -> OA-12,Abstraction
REL:realizes:SV-14->OA-22,realizes,Realizes,SV-14,OA-22,realizes: SV-14 -> OA-22,Abstraction
REL:realizes:SV-14->OA-16,realizes,Realizes,SV-14,OA-16,realizes: SV-14 -> OA-16,Abstraction
REL:realizes:SV-13->OA-22,realizes,Realizes,SV-13,OA-22,realizes: SV-13 -> OA-22,Abstraction
REL:realizes:SV-13->OA-23,realizes,Realizes,SV-13,OA-23,realizes: SV-13 -> OA-23,Abstraction
REL:realizes:SV-06->OA-21,realizes,Realizes,SV-06,OA-21,realizes: SV-06 -> OA-21,Abstraction
REL:realizes:SV-06->OA-23,realizes,Realizes,SV-06,OA-23,realizes: SV-06 -> OA-23,Abstraction
REL:realizes:SV-06->OA-24,realizes,Realizes,SV-06,OA-24,realizes: SV-06 -> OA-24,Abstraction
REL:realizes:SV-07->OA-24,realizes,Realizes,SV-07,OA-24,realizes: SV-07 -> OA-24,Abstraction
REL:realizes:SV-07->OA-25,realizes,Realizes,SV-07,OA-25,realizes: SV-07 -> OA-25,Abstraction
REL:realizes:SV-28->OA-25,realizes,Realizes,SV-28,OA-25,realizes: SV-28 -> OA-25,Abstraction
REL:realizes:SV-28->OA-26,realizes,Realizes,SV-28,OA-26,realizes: SV-28 -> OA-26,Abstraction
REL:realizes:SV-34->OA-25,realizes,Realizes,SV-34,OA-25,realizes: SV-34 -> OA-25,Abstraction
REL:realizes:SV-30->OA-27,realizes,Realizes,SV-30,OA-27,realizes: SV-30 -> OA-27,Abstraction
REL:realizes:SV-30->OA-28,realizes,Realizes,SV-30,OA-28,realizes: SV-30 -> OA-28,Abstraction
REL:realizes:SV-25->OA-27,realizes,Realizes,SV-25,OA-27,realizes: SV-25 -> OA-27,Abstraction
REL:realizes:SV-25->OA-28,realizes,Realizes,SV-25,OA-28,realizes: SV-25 -> OA-28,Abstraction
REL:realizes:SV-26->OA-29,realizes,Realizes,SV-26,OA-29,realizes: SV-26 -> OA-29,Abstraction
REL:realizes:SV-26->OA-15,realizes,Realizes,SV-26,OA-15,realizes: SV-26 -> OA-15,Abstraction
REL:realizes:SV-19->OA-33,realizes,Realizes,SV-19,OA-33,realizes: SV-19 -> OA-33,Abstraction
REL:realizes:SV-20->OA-34,realizes,Realizes,SV-20,OA-34,realizes: SV-20 -> OA-34,Abstraction
REL:realizes:SV-21->OA-34,realizes,Realizes,SV-21,OA-34,realizes: SV-21 -> OA-34,Abstraction
REL:realizes:SV-22->OA-35,realizes,Realizes,SV-22,OA-35,realizes: SV-22 -> OA-35,Abstraction
REL:realizes:SV-31->OA-12,realizes,Realizes,SV-31,OA-12,realizes: SV-31 -> OA-12,Abstraction
REL:realizes:SV-31->OA-22,realizes,Realizes,SV-31,OA-22,realizes: SV-31 -> OA-22,Abstraction
REL:realizes:SV-32->OA-02,realizes,Realizes,SV-32,OA-02,realizes: SV-32 -> OA-02,Abstraction
REL:realizes:SV-18->OA-32,realizes,Realizes,SV-18,OA-32,realizes: SV-18 -> OA-32,Abstraction
REL:implements:RS-tracking-service->SV-01,implements,Implements,RS-tracking-service,SV-01,implements: RS-tracking-service -> SV-01,Abstraction
REL:implements:RS-fusion-async->SV-01,implements,Implements,RS-fusion-async,SV-01,implements: RS-fusion-async -> SV-01,Abstraction
REL:implements:RS-filters->SV-01,implements,Implements,RS-filters,SV-01,implements: RS-filters -> SV-01,Abstraction
REL:implements:RS-association->SV-01,implements,Implements,RS-association,SV-01,implements: RS-association -> SV-01,Abstraction
REL:implements:RS-track->SV-01,implements,Implements,RS-track,SV-01,implements: RS-track -> SV-01,Abstraction
REL:implements:RS-rfs->SV-01,implements,Implements,RS-rfs,SV-01,implements: RS-rfs -> SV-01,Abstraction
REL:implements:RS-track-fusion->SV-01,implements,Implements,RS-track-fusion,SV-01,implements: RS-track-fusion -> SV-01,Abstraction
REL:implements:RS-core->SV-01,implements,Implements,RS-core,SV-01,implements: RS-core -> SV-01,Abstraction
REL:implements:RS-core->SV-02,implements,Implements,RS-core,SV-02,implements: RS-core -> SV-02,Abstraction
REL:implements:RS-coord->SV-01,implements,Implements,RS-coord,SV-01,implements: RS-coord -> SV-01,Abstraction
REL:implements:RS-coord->SV-02,implements,Implements,RS-coord,SV-02,implements: RS-coord -> SV-02,Abstraction
REL:implements:RS-coord->SV-13,implements,Implements,RS-coord,SV-13,implements: RS-coord -> SV-13,Abstraction
REL:implements:RS-coord->SV-14,implements,Implements,RS-coord,SV-14,implements: RS-coord -> SV-14,Abstraction
REL:implements:RS-intercept-service->SV-02,implements,Implements,RS-intercept-service,SV-02,implements: RS-intercept-service -> SV-02,Abstraction
REL:implements:RS-allocation->SV-02,implements,Implements,RS-allocation,SV-02,implements: RS-allocation -> SV-02,Abstraction
REL:implements:RS-eventing->SV-03,implements,Implements,RS-eventing,SV-03,implements: RS-eventing -> SV-03,Abstraction
REL:implements:RS-store->SV-04,implements,Implements,RS-store,SV-04,implements: RS-store -> SV-04,Abstraction
REL:implements:RS-time->SV-05,implements,Implements,RS-time,SV-05,implements: RS-time -> SV-05,Abstraction
REL:implements:RS-config->SV-06,implements,Implements,RS-config,SV-06,implements: RS-config -> SV-06,Abstraction
REL:implements:RS-mission->SV-07,implements,Implements,RS-mission,SV-07,implements: RS-mission -> SV-07,Abstraction
REL:implements:RS-ingest->SV-08,implements,Implements,RS-ingest,SV-08,implements: RS-ingest -> SV-08,Abstraction
REL:implements:RS-sensor-management->SV-09,implements,Implements,RS-sensor-management,SV-09,implements: RS-sensor-management -> SV-09,Abstraction
REL:implements:RS-interop->SV-10,implements,Implements,RS-interop,SV-10,implements: RS-interop -> SV-10,Abstraction
REL:implements:RS-identity->SV-11,implements,Implements,RS-identity,SV-11,implements: RS-identity -> SV-11,Abstraction
REL:implements:RS-identification->SV-12,implements,Implements,RS-identification,SV-12,implements: RS-identification -> SV-12,Abstraction
REL:implements:RS-geo->SV-13,implements,Implements,RS-geo,SV-13,implements: RS-geo -> SV-13,Abstraction
REL:implements:RS-analytics->SV-14,implements,Implements,RS-analytics,SV-14,implements: RS-analytics -> SV-14,Abstraction
REL:implements:RS-policy->SV-15,implements,Implements,RS-policy,SV-15,implements: RS-policy -> SV-15,Abstraction
REL:implements:RS-command->SV-16,implements,Implements,RS-command,SV-16,implements: RS-command -> SV-16,Abstraction
REL:implements:RS-assessment->SV-17,implements,Implements,RS-assessment,SV-17,implements: RS-assessment -> SV-17,Abstraction
REL:implements:RS-decision->SV-18,implements,Implements,RS-decision,SV-18,implements: RS-decision -> SV-18,Abstraction
REL:implements:RS-modelops->SV-19,implements,Implements,RS-modelops,SV-19,implements: RS-modelops -> SV-19,Abstraction
REL:implements:RS-security->SV-20,implements,Implements,RS-security,SV-20,implements: RS-security -> SV-20,Abstraction
REL:implements:RS-security->SV-21,implements,Implements,RS-security,SV-21,implements: RS-security -> SV-21,Abstraction
REL:implements:RS-security->SV-22,implements,Implements,RS-security,SV-22,implements: RS-security -> SV-22,Abstraction
REL:implements:RS-api->SV-23,implements,Implements,RS-api,SV-23,implements: RS-api -> SV-23,Abstraction
REL:implements:RS-node->SV-23,implements,Implements,RS-node,SV-23,implements: RS-node -> SV-23,Abstraction
REL:implements:RS-observability->SV-24,implements,Implements,RS-observability,SV-24,implements: RS-observability -> SV-24,Abstraction
REL:implements:RS-resilience->SV-25,implements,Implements,RS-resilience,SV-25,implements: RS-resilience -> SV-25,Abstraction
REL:implements:RS-collab->SV-26,implements,Implements,RS-collab,SV-26,implements: RS-collab -> SV-26,Abstraction
REL:implements:RS-workflow->SV-27,implements,Implements,RS-workflow,SV-27,implements: RS-workflow -> SV-27,Abstraction
REL:implements:RS-replay->SV-28,implements,Implements,RS-replay,SV-28,implements: RS-replay -> SV-28,Abstraction
REL:implements:RS-reporting->SV-29,implements,Implements,RS-reporting,SV-29,implements: RS-reporting -> SV-29,Abstraction
REL:implements:RS-remote->SV-30,implements,Implements,RS-remote,SV-30,implements: RS-remote -> SV-30,Abstraction
REL:implements:RS-data->SV-31,implements,Implements,RS-data,SV-31,implements: RS-data -> SV-31,Abstraction
REL:implements:RS-data-fusion->SV-32,implements,Implements,RS-data-fusion,SV-32,implements: RS-data-fusion -> SV-32,Abstraction
REL:implements:RS-render->SV-32,implements,Implements,RS-render,SV-32,implements: RS-render -> SV-32,Abstraction
REL:implements:RS-metrics->SV-33,implements,Implements,RS-metrics,SV-33,implements: RS-metrics -> SV-33,Abstraction
REL:implements:RS-scenario->SV-34,implements,Implements,RS-scenario,SV-34,implements: RS-scenario -> SV-34,Abstraction
REL:implements:RS-model->SV-01,implements,Implements,RS-model,SV-01,implements: RS-model -> SV-01,Abstraction
REL:implements:RS-model->SV-02,implements,Implements,RS-model,SV-02,implements: RS-model -> SV-02,Abstraction
REL:implements:RS-model->SV-03,implements,Implements,RS-model,SV-03,implements: RS-model -> SV-03,Abstraction
REL:implements:RS-model->SV-23,implements,Implements,RS-model,SV-23,implements: RS-model -> SV-23,Abstraction
REL:conforms_to:RS-model->SD-01,conforms_to,ConformsTo,RS-model,SD-01,conforms_to: RS-model -> SD-01,Abstraction
REL:conforms_to:RS-model->SD-05,conforms_to,ConformsTo,RS-model,SD-05,conforms_to: RS-model -> SD-05,Abstraction
REL:conforms_to:RS-store->SD-01,conforms_to,ConformsTo,RS-store,SD-01,conforms_to: RS-store -> SD-01,Abstraction
REL:conforms_to:RS-store->SD-05,conforms_to,ConformsTo,RS-store,SD-05,conforms_to: RS-store -> SD-05,Abstraction
REL:conforms_to:RS-config->SD-01,conforms_to,ConformsTo,RS-config,SD-01,conforms_to: RS-config -> SD-01,Abstraction
REL:conforms_to:RS-config->SD-05,conforms_to,ConformsTo,RS-config,SD-05,conforms_to: RS-config -> SD-05,Abstraction
REL:conforms_to:RS-api->SD-01,conforms_to,ConformsTo,RS-api,SD-01,conforms_to: RS-api -> SD-01,Abstraction
REL:conforms_to:RS-api->SD-05,conforms_to,ConformsTo,RS-api,SD-05,conforms_to: RS-api -> SD-05,Abstraction
REL:conforms_to:RS-api->SD-06,conforms_to,ConformsTo,RS-api,SD-06,conforms_to: RS-api -> SD-06,Abstraction
REL:conforms_to:RS-api->SD-07,conforms_to,ConformsTo,RS-api,SD-07,conforms_to: RS-api -> SD-07,Abstraction
REL:conforms_to:RS-api->SD-08,conforms_to,ConformsTo,RS-api,SD-08,conforms_to: RS-api -> SD-08,Abstraction
REL:conforms_to:RS-remote->SD-06,conforms_to,ConformsTo,RS-remote,SD-06,conforms_to: RS-remote -> SD-06,Abstraction
REL:conforms_to:RS-remote->SD-07,conforms_to,ConformsTo,RS-remote,SD-07,conforms_to: RS-remote -> SD-07,Abstraction
REL:conforms_to:RS-remote->SD-08,conforms_to,ConformsTo,RS-remote,SD-08,conforms_to: RS-remote -> SD-08,Abstraction
REL:conforms_to:RS-node->SD-12,conforms_to,ConformsTo,RS-node,SD-12,conforms_to: RS-node -> SD-12,Abstraction
REL:conforms_to:RS-node->SD-08,conforms_to,ConformsTo,RS-node,SD-08,conforms_to: RS-node -> SD-08,Abstraction
REL:conforms_to:RS-interop->SD-02,conforms_to,ConformsTo,RS-interop,SD-02,conforms_to: RS-interop -> SD-02,Abstraction
REL:conforms_to:RS-interop->SD-03,conforms_to,ConformsTo,RS-interop,SD-03,conforms_to: RS-interop -> SD-03,Abstraction
REL:conforms_to:RS-interop->SD-04,conforms_to,ConformsTo,RS-interop,SD-04,conforms_to: RS-interop -> SD-04,Abstraction
REL:conforms_to:RS-interop->SD-16,conforms_to,ConformsTo,RS-interop,SD-16,conforms_to: RS-interop -> SD-16,Abstraction
REL:conforms_to:RS-ingest->SD-16,conforms_to,ConformsTo,RS-ingest,SD-16,conforms_to: RS-ingest -> SD-16,Abstraction
REL:conforms_to:RS-remote->SD-16,conforms_to,ConformsTo,RS-remote,SD-16,conforms_to: RS-remote -> SD-16,Abstraction
REL:conforms_to:RS-ingest->SD-09,conforms_to,ConformsTo,RS-ingest,SD-09,conforms_to: RS-ingest -> SD-09,Abstraction
REL:conforms_to:RS-ingest->SD-10,conforms_to,ConformsTo,RS-ingest,SD-10,conforms_to: RS-ingest -> SD-10,Abstraction
REL:conforms_to:RS-identity->SD-11,conforms_to,ConformsTo,RS-identity,SD-11,conforms_to: RS-identity -> SD-11,Abstraction
REL:conforms_to:RS-app->SD-13,conforms_to,ConformsTo,RS-app,SD-13,conforms_to: RS-app -> SD-13,Abstraction
REL:conforms_to:RS-node->SD-13,conforms_to,ConformsTo,RS-node,SD-13,conforms_to: RS-node -> SD-13,Abstraction
REL:uses:RS-allocation->RS-core,uses,,RS-allocation,RS-core,uses: RS-allocation -> RS-core,Dependency
REL:uses:RS-allocation->RS-testkit,uses,,RS-allocation,RS-testkit,uses: RS-allocation -> RS-testkit,Dependency
REL:uses:RS-analytics->RS-coord,uses,,RS-analytics,RS-coord,uses: RS-analytics -> RS-coord,Dependency
REL:uses:RS-analytics->RS-data,uses,,RS-analytics,RS-data,uses: RS-analytics -> RS-data,Dependency
REL:uses:RS-analytics->RS-geo,uses,,RS-analytics,RS-geo,uses: RS-analytics -> RS-geo,Dependency
REL:uses:RS-analytics->RS-model,uses,,RS-analytics,RS-model,uses: RS-analytics -> RS-model,Dependency
REL:uses:RS-analytics->RS-sensor-management,uses,,RS-analytics,RS-sensor-management,uses: RS-analytics -> RS-sensor-management,Dependency
REL:uses:RS-analytics->RS-config,uses,,RS-analytics,RS-config,uses: RS-analytics -> RS-config,Dependency
REL:uses:RS-api->RS-model,uses,,RS-api,RS-model,uses: RS-api -> RS-model,Dependency
REL:uses:RS-api->RS-eventing,uses,,RS-api,RS-eventing,uses: RS-api -> RS-eventing,Dependency
REL:uses:RS-api->RS-security,uses,,RS-api,RS-security,uses: RS-api -> RS-security,Dependency
REL:uses:RS-api->RS-tracking-service,uses,,RS-api,RS-tracking-service,uses: RS-api -> RS-tracking-service,Dependency
REL:uses:RS-api->RS-intercept-service,uses,,RS-api,RS-intercept-service,uses: RS-api -> RS-intercept-service,Dependency
REL:uses:RS-api->RS-analytics,uses,,RS-api,RS-analytics,uses: RS-api -> RS-analytics,Dependency
REL:uses:RS-app->RS-coord,uses,,RS-app,RS-coord,uses: RS-app -> RS-coord,Dependency
REL:uses:RS-app->RS-tracking-service,uses,,RS-app,RS-tracking-service,uses: RS-app -> RS-tracking-service,Dependency
REL:uses:RS-app->RS-intercept-service,uses,,RS-app,RS-intercept-service,uses: RS-app -> RS-intercept-service,Dependency
REL:uses:RS-app->RS-remote,uses,,RS-app,RS-remote,uses: RS-app -> RS-remote,Dependency
REL:uses:RS-app->RS-resilience,uses,,RS-app,RS-resilience,uses: RS-app -> RS-resilience,Dependency
